Key,English,Filipino
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.",Nagbubuhay ng patay na player ngunit nagbibigay lamang ng bahagi ng kanilang HP. Makukuha sa Level 20 kapag may hindi bababa sa 4 Skill Points sa Patience at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000279,Circle Healing,Circle Healing
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,Nagpapagaling sa Party members sa loob ng takdang saklaw mula sa sarili. Makukuha sa Level 25 kapag may hindi bababa sa 4 Skill Points sa Resurrection at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000281,Prevention,Prevention
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,Awtomatikong magre-recover ang HP kapag bumaba sa 10% HP. Makukuha sa Level 30 kapag may hindi bababa sa 4 Skill Points sa Circle Healing at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000283,Quick Step,Quick Step
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.",Pinapataas ang walking speed ng target. Mas mataas ang level mas mabilis. Makukuha sa Level 20 kapag may hindi bababa sa 3 Skill Points sa Heal at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000285,Haste,Haste
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,Pinapataas ang attack speed ng target player. Makukuha sa Level 25 kapag may hindi bababa sa 3 Skill Points sa Quick Step at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000287,Cat's Reflex,Cat's Reflex
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,Pinapataas ang evasion rate ng target player. Makukuha sa Level 30 kapag may hindi bababa sa 4 Skill Points sa Haste at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000289,Cannon Ball,Cannon Ball
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,Pinapataas ang DEX ng target player. Makukuha sa Level 35 kapag may hindi bababa sa 4 Skill Points sa Cat's Reflex at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000291,Mental Sign,Mental Sign
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Pinapataas ang INT ng target player. Makukuha sa Level 18 kapag may hindi bababa sa 3 Skill Points sa Heal at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000293,Heap Up,Heap Up
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Pinapataas ang STA ng target player. Makukuha sa Level 20 kapag may hindi bababa sa 4 Skill Points sa Mental Sign at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000295,Beef Up,Beef Up
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Pinapataas ang STR ng target player. Makukuha sa Level 25 kapag may hindi bababa sa 4 Skill Points sa Heap Up at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000297,Accuracy,Accuracy
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Pinapataas ang accuracy ng target player. Makukuha sa Level 30 kapag may hindi bababa sa 4 Skill Points sa Beef Up at puwedeng gamitin sa anumang Stick.
CLIENT_HELP_INC_000299,Temping Hole,Temping Hole
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",Isang malakas at tuwid na suntok na tumatama sa kalaban ng concentrated attack. Makukuha sa Level 20 kapag may hindi bababa sa 3 Skill Points sa Heal at puwedeng gamitin sa anumang Knuckle.
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,Nagbibigay ng tsansa na ma-stun ang target sa physical attacks. Makukuha sa Level 25 kapag may hindi bababa sa 4 Skill Points sa Temping Hole at puwedeng gamitin sa anumang Knuckle.
CLIENT_HELP_INC_000303,Burst Crack,Burst Crack
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Sinusuntok ang lupa at nagdudulot ng damage sa mga kalaban sa paligid. Makukuha sa Level 28 kapag may hindi bababa sa 4 Skill Points sa Stone Hand at puwedeng gamitin sa anumang Knuckle.
CLIENT_HELP_INC_000305,Power Fist,Power Fist
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,Isang concentrated at malakas na palo. Makukuha sa Level 35 kapag may hindi bababa sa 4 Skill Points sa Burst Crack at puwedeng gamitin sa anumang Knuckle.
CLIENT_HELP_INC_000307,Magician,Magician
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Kinokontrol ng Magician ang malalakas na elemental magic gamit ang wand o staff. Nakikinabang sila sa mataas na intelligence.
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magiging Elementor o Psykeeper ang Magician sa second job.
CLIENT_HELP_INC_000310,Mental Strike,Mental Strike
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Nagbibigay ng non elemental magic damage sa target. Nag-iiba ang damage ayon sa diperensya ng INT sa caster at target. Makukuha sa Level 15 at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000312,Flame Ball,Flame Ball
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Tinalbog ang kalaban ng bola ng apoy. Makukuha sa Level 18 kapag may hindi bababa sa 3 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000314,Flame Geyser,Flame Geyser
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Nagdudulot ng intermediate fire damage at Damage Over Time effect. Makukuha sa Level 25 kapag may hindi bababa sa 5 Skill Points sa Flame Ball at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000316,Fire Strike,Fire Strike
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Nagtatama ng enemy gamit ang fire ball; mawawala ang health ng kalaban nang ilang sandali. Makukuha sa Level 30 kapag may hindi bababa sa 7 Skill Points sa Flame Geyser at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000318,Swordwind,Swordwind
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Isang malakas na hangin na umaatake mula sa maikling distansya. Makukuha sa Level 20 kapag may hindi bababa sa 5 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000320,Strongwind,Strongwind
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,Isang tornado ng hangin na tumatama at nagtutulak pabalik sa target. Makukuha sa Level 25 kapag may hindi bababa sa 5 Skill Points sa Swordwind at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000322,Wind Cutter,Wind Cutter
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,Isang talim ng hangin na nagbibigay damage sa target. Makukuha sa Level 30 kapag may hindi bababa sa 7 Skill Points sa Strongwind at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000324,Ice Missile,Ice Missile
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Nagbibigay ng basic water damage at may tsansang pabagalin ang galaw ng target. Makukuha sa Level 20 kapag may hindi bababa sa 3 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000326,Waterball,Waterball
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Nagsusulot ng mga damaging balls ng tubig sa target. Dumadami ang bilang ng bola habang tumataas ang skill level. Makukuha sa Level 25 kapag may hindi bababa sa 5 Skill Points sa Ice Missile at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000328,Water Well,Water Well
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.",Isang spell na nagtatapon ng mga column ng tubig sa target; malaki ang damage. Makukuha sa Level 30 kapag may hindi bababa sa 7 Skill Points sa Waterball at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000330,Lightning Ball,Lightning Ball
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Nagko-collect ng static electricity sa maliit na bola na nagdudulot ng lightning damage. Makukuha sa Level 18 kapag may hindi bababa sa 5 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000332,Lightning Ram,Lightning Ram
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Nagtatama ng medium lightning damage. Makukuha sa Level 25 kapag may hindi bababa sa 5 Skill Points sa Lightning Ball at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000334,Lightning Shock,Lightning Shock
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,Mabilis na maliit na lightning ball na nagdudulot ng damage. Makukuha sa Level 40 kapag may hindi bababa sa 7 Skill Points sa Lightning Ram at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000336,Stone Spike,Stone Spike
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,Nagdudulot ng earth elemental damage at may tsansang ma-stun ang target. Makukuha sa Level 18 kapag may hindi bababa sa 2 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000338,Rock Crash,Rock Crash
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Pumapalo sa kalaban gamit ang isang higanteng bato. Makukuha sa Level 25 kapag may hindi bababa sa 5 Skill Points sa Stone Spike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000340,Rooting,Rooting
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,Ginigamit ang lakas ng lupa para pigilan ang paggalaw ng user. Makukuha sa Level 30 kapag may hindi bababa sa 7 Skill Points sa Rock Crash at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000342,Blinkpool,Blinkpool
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Nagte-teleport sa isang tinukoy na lokasyon sa limitadong range; lumalawak ang range habang tumataas ang skill level. Makukuha sa Level 30 kapag may hindi bababa sa 3 Skill Points sa Mental Strike at puwedeng gamitin sa anumang Wand o Staff.
CLIENT_HELP_INC_000344,Power Stomp,Power Stomp
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,Pinapalo ang lupa gamit ang hawak ng axe. Ang shock wave ay nagdudulot ng damage at may tsansang ma-stun ang mga kalaban sa paligid. Tumataas ang damage at stun chance habang tumataas ang skill level. Makukuha sa Level 65 kapag may hindi bababa sa 4 Skill Points sa Pain Dealer at puwedeng gamitin sa anumang two handed Axe.
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,Ang mga Mercenary na sumunod sa aral ni Hero Billaon ay nagiging Knights. Napakalakas ang depensa ng Knights at kayang tiisin ang pinakamalakas na pag-atake.
CLIENT_HELP_INC_000348,Charge,Charge
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,Melee attack na nagbibigay ng maximum damage sa monster kahit anong level nito. Makukuha sa Level 60 kapag may hindi bababa sa 3 Skill Points sa Sword Mastery at puwedeng gamitin sa anumang two handed Sword.
CLIENT_HELP_INC_000350,Earth Divider,Earth Divider
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,Skill na nagdudulot ng damage sa mga kalapit na kaaway. Mas mataas ang level mas malakas ang damage. Makukuha sa Level 65 kapag may hindi bababa sa 4 Skill Points sa Charge at puwedeng gamitin sa anumang two handed Sword.
CLIENT_HELP_INC_000352,Pain Dealer,Pain Dealer
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,Melee skill na nagdudulot ng damage at nagpapababa ng depensa ng target. Mas mataas ang level mas malakas ang damage at mas malaking pagbaba ng depensa. Makukuha sa Level 60 kapag may hindi bababa sa 3 Skill Points sa Axe Mastery at puwedeng gamitin sa anumang two handed Axe.
CLIENT_HELP_INC_000354,Guard,Guard
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,Pinapataas ang depensa ng character pero binabawasan ang attack power. Makukuha sa Level 62 at puwedeng gamitin sa two handed Axe o Sword.
CLIENT_HELP_INC_000356,Rage,Rage
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.",Pinapataas ang attack power at HP pero binabawasan ang depensa at accuracy. Makukuha sa Level 65 kapag may hindi bababa sa 5 Skill Points sa Guard at puwedeng gamitin sa two handed Axe o Sword.
CLIENT_HELP_INC_000358,Pain Reflection,Pain Reflection
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Ibinabalik ang bahagi ng natanggap mong damage pabalik sa target. Makukuha sa Level 70 kapag may hindi bababa sa 4 Skill Points sa Rage at puwedeng gamitin sa two handed Axe o Sword.
CLIENT_HELP_INC_000360,Power Swing,Power Swing
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.",Isang malaking pahalang na swing na nagdudulot ng damage at nagtutulak pabalik sa mga kalaban. Makukuha sa Level 75 kapag may hindi bababa sa 7 Skill Points sa Pain Reflection at puwedeng gamitin sa two handed Axe o Sword.
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Ang Blade ang second class para sa mercenaries at pinakamalakas sa damage. Bilang blade makakagamit ka ng dalawang armas nang sabay sabay para malaki ang damage output.
CLIENT_HELP_INC_000364,Silent Strike,Silent Strike
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,Melee skill na nagbibigay ng malupit na piraso sa sliding motion papunta sa kalaban. Makukuha sa Level 60 kapag may hindi bababa sa 3 Skill Points sa Sword Mastery at puwedeng gamitin sa one handed Sword.
CLIENT_HELP_INC_000366,Blade Dance,Blade Dance
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Gumagamit ng dalawang espada para atakihin lahat ng kalaban sa paligid. Makukuha sa Level 65 kapag may hindi bababa sa 5 Skill Points sa Silent Strike at puwedeng gamitin sa one handed Sword.
CLIENT_HELP_INC_000368,Spring Attack,Spring Attack
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Tumatama sa maraming kalaban nang sunod sunod. Makukuha sa Level 60 kapag may hindi bababa sa 3 Skill Points sa Axe Mastery at puwedeng gamitin sa dalawang one handed axes.
CLIENT_HELP_INC_000370,Hawk Attack,Hawk Attack
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.",Tumatalon at tinatamaan ang kalaban gamit ang parehong armas. Nagdudulot ng malaking damage at may tsansang makablind. Makukuha sa Level 65 kapag may hindi bababa sa 5 Skill Points sa Silent Strike at puwedeng gamitin sa dalawang one handed axes.
CLIENT_HELP_INC_000372,Armor Penetrate,Armor Penetrate
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,Melee skill na nag-iignore ng 50% ng defense rating ng target. Makukuha sa Level 62 at puwedeng gamitin sa one handed Sword o Axe.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.",Pansamantalang pinapataas ang attack power at attack speed; hindi puwedeng gumamit ng skills habang aktibo. Makukuha sa Level 65 kapag may hindi bababa sa 4 Skill Points sa Armor Penetrate at puwedeng gamitin sa one handed Sword o Axe.
CLIENT_HELP_INC_000376,Sonic Blade,Sonic Blade
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.",Nangongolekta ng malakas na aura at inilipat sa iyong weapon upang tumama sa pinakamalapit na kalaban. Makukuha sa Level 70 kapag may hindi bababa sa 7 Skill Points sa Berserk at puwedeng gamitin sa one handed Sword o Axe.
CLIENT_HELP_INC_000378,Cross Strike,Cross Strike
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,Isang malakas na atake gamit ang parehong armas nang sabay. Makukuha sa Level 75 kapag may hindi bababa sa 7 Skill Points sa Sonic Blade at puwedeng gamitin sa one handed Sword o Axe.
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.",Unang job class para sa Acrobats; dalubhasa sa malakas na atake gamit ang Yo-Yo.
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Pinapataas ang posibilidad ng critical strike.
CLIENT_HELP_INC_000385,Enchant Poison,Enchant Poison
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Nilalagay ang lason sa sandata para dagdagan ang normal damage at may tsansang makahawa ng poison sa kalaban.
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Pinapataas ang normal damage gamit ang bleeding attribute at may tsansang magdulot ng pagdurugo sa kalaban.
CLIENT_HELP_INC_000389,Enchant Absorb,Enchant Absorb
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,Nakakakuha ng HP mula sa pag-atake sa kalaban. May probability na mangyari ang drain.
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.",Kapag umaatake mula sa likod nagbibigay ng critical strike sa kalaban. May tsansa ring ma-stun ang kalaban.
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,Gumagamit ng Yo-Yo at kaunting Penya para magbigay ng malakas na damage.
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,Pinapahintulutan ang karakter na makatakas mula sa anumang movement impairing effects.
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.",Habang gumagamit ng Dark Illusion nagbibigay ng biglaang atake mula sa anino.
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.",Second job class para sa Acrobats; dalubhasa sa long distance attacks gamit ang bow.
CLIENT_HELP_INC_000401,placholder 32,placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Critical Shot
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,Pinapataas ang Critical Hit sa loob ng limitadong panahon.
CLIENT_HELP_INC_000404,Ice Arrow,Ice Arrow
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.",Nagdudulot ng frost explosion na nagpapabagal sa lahat ng kalaban sa isang area sa loob ng tiyak na panahon.
CLIENT_HELP_INC_000406,Flame Arrow,Flame Arrow
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,Binibigyan ng fire element ang mga palaso at sumasaktan ang mga kalaban sa paligid.
CLIENT_HELP_INC_000408,Piercing Arrow,Piercing Arrow
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.",Tumutusok sa mga monsters sa isang tuwid na linya at sumasaktan sa lahat nila.
CLIENT_HELP_INC_000410,Poison Arrow,Poison Arrow
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,Nagdudulot ng malakas at tuloy tuloy na poisonous damage.
CLIENT_HELP_INC_000412,Silent Arrow,Silent Arrow
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.",Malakas na atake na nag-silence sa target; habang naka-silence hindi makakagamit ng spells ang target.
CLIENT_HELP_INC_000414,Nature,Nature
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,Pinapahusay ang senses ng user gamit ang kalikasan para pataasin ang Magic Defense at Bow Range.
CLIENT_HELP_INC_000416,Triple shot,Triple shot
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,Tatlong palaso ang sabay na itatapon para magdulot ng malakas na damage.
CLIENT_HELP_INC_000418,Ringmaster,Ringmaster
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.",Unang job class para sa Assists; gumagamit ng staff at mas nakatuon sa pagsuporta sa party kaysa sa pagdudulot ng damage.
CLIENT_HELP_INC_000420,Protect,Protect
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,Buff na nagpapataas ng physical defense ng target.
CLIENT_HELP_INC_000422,Holyguard,Holyguard
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,Buff na pumoprotekta laban sa incoming critical hits sa limitadong panahon.
CLIENT_HELP_INC_000424,Holycross,Holycross
CLIENT_HELP_INC_000425,The enemy will take double damage.,Magkakaroon ng double damage ang kalaban.
CLIENT_HELP_INC_000426,Spiriture Fortune,Spiriture Fortune
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,Malaki ang pagtaas ng physical attack power sa loob ng takdang panahon.
CLIENT_HELP_INC_000428,Gebura Tiphreth,Gebura Tiphreth
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.",Pinapataas ang accuracy; attack speed at attack power ng lahat ng party members sa loob ng range.
CLIENT_HELP_INC_000430,Gvur Tialla,Gvur Tialla
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,Naglilinis ng anumang abnormal conditions.
CLIENT_HELP_INC_000432,Heal Rain,Heal Rain
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,Nagre-recover ng malaking HP para sa lahat ng party members.
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,Merkaba Hanzelrusha
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,Nagdudulot ng damage over time sa lahat ng kalaban sa loob ng isang area.
CLIENT_HELP_INC_000436,Billposter,Billposter
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.",Second job class para sa Assists; gumagamit ng knuckle hammer at dalubhasa sa Critical attacks pero mabagal ang attack speed.
CLIENT_HELP_INC_000438,Belial Smashing,Belial Smashing
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,Isang skill na nagbibigay ng isang malakas na dashing punch.
CLIENT_HELP_INC_000440,Blood Fist,Blood Fist
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.",Tinatamaan ang kalaban at pinapadala itong magdugo; ang pagdurugo ay nagdudulot ng karagdagang damage over time.
CLIENT_HELP_INC_000442,Piercing Serpent,Piercing Serpent
