Key,English,Finnish
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,Do you want to spectate that match? You will get teleported in the match arena.
UI_SERVERTRANSFER_TITLE,Server Transfer,Server Transfer
UI_SERVERTRANSFER_MSG,Select server:,Select server:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,Select which server you want to transfer your character to. Please check the website for exact transfer rules.
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,FWC Server Transfer
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,Free Camera
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,Normal Camera
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,Leave spectating
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,Spectating Settings
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,Finalists
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,RPS Game\nYou can do the Global Limited Gacha only if you win.
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.","When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time."
UI_RPS_REWARD_TITLE,Result,Result
UI_RPS_REWARD_TEXT,Would you like to accept the item?,Would you like to accept the item?
UI_RPS_REWARD_ACCEPT,Accept,Accept
UI_RPS_REWARD_DECLINE,Decline,Decline
UI_RPS_TITLE,Rock Paper Scissors,Rock Paper Scissors
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,You Lose!
UI_RPS_PAPER,Paper,Paperi
UI_RPS_ROCK,Rock,Kivi
UI_RPS_SCISSORS,Scissors,Sakset
UI_RPS_WIN_TITLE,You Win!,You Win!
UI_GACHA_ACCEPT,Accept,Accept
UI_GACHA_DECLINE,Decline,Decline
UI_MSGBOX_PASTE,Paste,Paste
UI_MSGBOX_CUT,Cut,Cut
UI_GUILDBUFF_LEVEL,Activated Buff Level,Activated Buff Level
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,Next Level %s / %s
UI_GUILDBUFF_DONATE,Donation,Donation
UI_GUILDBUFF_TAB_LIST,Buff Information,Buff Information
UI_GUILDBUFF_TAB_TOKENS,Token Donation,Token Donation
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Monster Exp and Drop
UI_GUILD_TAB_BUFFS,Guild Buff,Guild Buff
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,Attack & Casting Speed
UI_GUILDBUFF_MEMBER,Member,Member
UI_GUILDBUFF_NONE,There is no donation yet. ,There is no donation yet. 
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,Purchase requirement is level %d or higher
UI_COSTUME_BOX_ITEM,Costume Box,Costume Box
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,Success: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,The Costume Box Upgrade Level has decreased
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,Purchase Limit: %d / %d
UI_FITTINGROOM_BG,Background,Background
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,Pixel Perfect Cursor Selection
UI_WEBVIEW_OPEN,Please open your web browser to continue.,Please open your web browser to continue.
UI_BATTLEPASS_JAN,January %d Pass,January %d Pass
UI_BATTLEPASS_FEB,February %d Pass,February %d Pass
UI_BATTLEPASS_MAR,March %d Pass,March %d Pass
UI_BATTLEPASS_APR,April %d Pass,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass,May %d Pass
UI_BATTLEPASS_JUN,June %d Pass,June %d Pass
UI_BATTLEPASS_JUL,July %d Pass,July %d Pass
UI_BATTLEPASS_AUG,August %d Pass,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass,October %d Pass
UI_BATTLEPASS_NOV,November %d Pass,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass,December %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,Login Consecutive %s days
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO8,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (UTC Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO9,End of the %s season: #b%s#nb (UTC Time)\n#ni,End of the %s season: #b%s#nb (UTC Time)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Remote Shop
UI_HALLOWEENPASS,Halloween Pass,Halloween Pass
UI_PURCHASE_BANK_EXTRA_BAG,Add Slot,Add Slot
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bank Extra Bag
UI_EXTRA_BAG_FMT,Add Slot %s,Add Slot %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,Rainbow Items
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,Fly through items throughout the race to use them against others!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),Rank %d / %d (%d points)
UI_RAINBOWRACE_FARWARNING,"Speed decreased, fly near the race track to avoid disqualification!","Speed decreased, fly near the race track to avoid disqualification!"
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,Current speed multiplier: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,Rainbow Race Application
UI_RAINBOWRACE_APP_CONFIRM,This will deduct %lld penya. Would you like to continue?,This will deduct %lld penya. Would you like to continue?
UI_RAINBOWRACE_APP_CURRENT,Current Applicants: %d,Current Applicants: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld,Application Fee: %lld
UI_RAINBOWRACE_APP_TIP,Apply for the Rainbow Race.,Apply for the Rainbow Race.
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,View the rankings of the previous race.
UI_RAINBOWRACE_APP_DISABLE_TIP,It is not currently the application period.,It is not currently the application period.
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: ,Next Race: 
UI_CREATEULTIMATEWEAPON_TITLE,Create ultimate weapon,Create ultimate weapon
UI_CREATEULTIMATEWEAPON_DETAIL,"Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status.","Ultimate Weapon Conversion\nYou can create Ultimate Weapons for equipment level 140 or above. You can convert a +10 Weapon into an Ultimate Weapon. The conversion will not fail and for the conversion you will need 3 Shining Orikalkums, 3 Ultimate Orbs and 100 Million Penya. Ultimate weapons will convert retaining all elemental upgrades and Piercing status."
UI_CREATEULTIMATEWEAPON_CONFIRM,Do you want to continue?,Do you want to continue?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be used.,This item cannot be used.
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert items at the maximum upgrade level.,You can only convert items at the maximum upgrade level.
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate Weapon,Can be converted to Ultimate Weapon
UI_ULTIMATE_RANDOMSTAT,Random Stat Obtained,Random Stat Obtained
UI_RESTAT_TITLE,Re-Stat,Re-Stat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),Do you wish to apply the Random Stat upgrade to the following item?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,Please input an item which you want to upgrade.
UI_MATERIAL_ITEM_PUT,Please input a material item first.,Please input a material item first.
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,This item cannot be used.
UI_ULTIMATE_UPGRADE_UNSAFE,Without Scroll of XProtect you will lose the item in case of failure.,Without Scroll of XProtect you will lose the item in case of failure.
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,Material
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Protection Scroll
UI_ULTIMATE_PREFIX,[Ultimate],[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Last Stand Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Prankster's Escape Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Healing Grace Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Spiritual Overcharge Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Aura Burst Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb,Waterbomb
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Dmg Slow Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Arcane Insight Chance
UI_MSGBOX_DISMANTLE,Dismantle,Dismantle
UI_PLAYERHOUSINGBUY_TITLE,Select house template,Select house template
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb,Select a template for your house. \n\n#b#cffff0000Changing your house template will remove all decorations from your current house! Make sure it is saved in a preset if you wish to keep it for the future.#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select template,Select template
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!","Are you sure you want to select this template? \n\n#bNote:#nb If you already own a house, it will change the template, but all the decorative models you had placed will be removed!"
UI_PLAYERHOUSINGVISIT_TITLE,Visit houses,Visit houses
UI_PLAYERHOUSINGVISIT_INFO,"In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here.","In this window, you can select a friend to visit. Only friends who have allowed visits from you will be listed here."
UI_MESSENGER_MENU_HOUSINGVISIT_ALLOW,Allow to visit your house,Allow to visit your house
UI_MESSENGER_MENU_HOUSINGVISIT_DENY,Deny visit to your house,Deny visit to your house
UI_GACHA_DESC_HOUSING,You will unlock all the models below to decorate your house.,You will unlock all the models below to decorate your house.
UI_PLAYERHOUSINGVISIT_CONFIRM,Visit house,Visit house
UI_HOUSINGSETUP_OBJECTSLIST,Objects list,Objects list
UI_HOUSINGSETUP_EDITIONMODE,Toggle editing,Toggle editing
UI_HOUSINGSETUP_RESET,Remove all objects,Remove all objects
UI_HOUSINGSETUP_RESET_MSGBOX_INFO,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb,Are you sure you want to reset your house objects? #bYou will still be able to place your objects back#nb
UI_HOUSINGSETUP_PLACE_CONFIRM,Place item,Place item
UI_HOUSINGSETUP_PLACE_INFO,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.
UI_TOOLTIP_HOUSENPC,Place that house NPC to get the following bonuses:,Place that house NPC to get the following bonuses:
UI_HOUSINGSETUP_OBJECTS,Objects,Objects
UI_HOUSINGSETUP_NPCS,NPCs,NPCs
UI_HOUSINGSETUP_FILTER_HDR,Filter,Filter
UI_HOUSINGSETUP_FILTER_HDR_ALL,All,All
UI_HOUSINGSETUP_FILTER_TREE,Trees,Trees
UI_HOUSINGSETUP_FILTER_OTHER,Other,Other
UI_GUILDHOUSINGBIDS_INFO,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.,You can place a bid on this guild house. In #b#u%s#nb#nu the guild with the highest bid will gain ownership of the guild house. \n\n#b#uNote:#nu#nb \n-You can only bid on one guild house at a time. \n-The penyas spent for placing a bid must be available in your guild's bank. \n-You can always increase your bid before the end.
UI_GUILDHOUSINGBIDS_HDR,Guilds' bids,Guilds' bids
UI_GUILDHOUSINGBIDS_PLACE,Place Bid,Place Bid
UI_GUILDHOUSINGBIDS_MSGBOX_INFO,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb,Enter the amount you wish to bid. #b#uYour guild bank must have enough penya to cover the bid.#nu#nb
UI_GUILDHOUSINGBIDS_EMPTY,There's currently no bids for that house.,There's currently no bids for that house.
UI_MAP_SHIP_TELEPORT,Teleport to ship,Teleport to ship
UI_MAP_SHIP_TOOLTIP_OWNED,Ship owned by guild [%s],Ship owned by guild [%s]
UI_GUILD_TAB_HOUSING,Housing,Housing
UI_GUILD_TAB_HOUSING_NEXTARTIFACTHDR,Next artifact placement in:,Next artifact placement in:
UI_GUILD_TAB_HOUSING_PLACEARTIFACTHDR,Time left to select artifact position:,Time left to select artifact position:
UI_GUILD_TAB_HOUSING_TELEPORT,Teleport to ship,Teleport to ship
UI_GUILD_TAB_HOUSING_BONUSESHDR,Current House Bonuses,Current House Bonuses
UI_GUILDHOUSINGARTIFACT_MSGBOX_INFO,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb,Are you sure you want your guild's artifact to spawn here? #b#cffff0000Note: A %s penya fee will be taken from your guild's bank.#nc#nb
UI_GUILD_POWER_GUILDHOUSE,Guild House Management,Guild House Management
UI_MAP_GHARTIFACT_TOOLTIP,A Guild House artifact is somewhere here...,A Guild House artifact is somewhere here...
UI_GUILD_TAB_HOUSING_NOOWNED,Your guild does not own an house.,Your guild does not own an house.
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded.","If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded."
UI_HOUSINGSETUP_PRESETS,Presets,Presets
UI_HOUSINGSETUP_MANAGE,Management,Management
UI_HOUSINGPRESET_INFO,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.
UI_HOUSINGPRESET_HDR,Preset List,Preset List
UI_HOUSINGPRESET_NEW,New,New
UI_HOUSINGPRESET_DELETE,Delete,Delete
UI_HOUSINGPRESET_APPLY,Apply,Apply
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name,Preset Name
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.,You have to set a name.
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!,The name you set for the preset is incorrect!
UI_UPGRADE_GENERALTAB,General Upgrade,General Upgrade
UI_UPGRADE_ELEMENTTAB,Element Upgrade,Element Upgrade
UI_UPGRADE_PIERCINGTAB,Piercing,Piercing
UI_GUILD_TAB_HOUSING_VISITS,Allow external visitors,Allow external visitors
UI_HOUSINGSETUP_FILTER_CHAIR,Chair,Chair
UI_HOUSINGSETUP_FILTER_SOFA,Sofa,Sofa
UI_HOUSINGSETUP_FILTER_LIGHT,Light,Light
UI_HOUSINGSETUP_FILTER_DESK,Desk,Desk
UI_HOUSINGSETUP_FILTER_TABLE,Table,Table
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer,Drawer
UI_HOUSINGSETUP_FILTER_BED,Bed,Bed
UI_HOUSINGSETUP_FILTER_PLANT,Plant,Plant
UI_HOUSINGSETUP_FILTER_CLOSET,Closet,Closet
UI_HOUSINGSETUP_FILTER_BATH,Bath,Bath
UI_PLAYERHOUSINGBUY_SIZE_SMALL,S,S
UI_PLAYERHOUSINGBUY_SIZE_MEDIUM,M,M
UI_PLAYERHOUSINGBUY_SIZE_LARGE,L,L
UI_ACHIEVEMENTS_STAT_PAGE,Additional Stat Page,Additional Stat Page
UI_STAT_PAGE_SELECT,Select your stat page:,Select your stat page:
UI_HOUSINGSETUP_FILTER_FENCE,Fence,Fence
UI_HOUSINGSETUP_FILTER_GRASS,Grass,Grass
UI_HOUSINGSETUP_FILTER_ROCK,Rock,Kivi
UI_REPORT_DISCORD,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?
UI_GUILDSHIP_UNKNOWN,Unknown Guild,Unknown Guild
UI_GUILDSHIP_VACANT,Vacant Ship,Vacant Ship
UI_OPTION_WINDOWS_FONT,PC Flyff Font,PC Flyff Font
UI_CREATE_ULTIMATE_WEAPON,Create Ultimate Weapon,Create Ultimate Weapon
UI_CREATE_ULTIMATE_WEAPON_DESC,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.
UI_CREATE_ULTIMATE_WEAPON_LVL1,1 time,1 time
UI_CREATE_ULTIMATE_WEAPON_LVL2,2 times,2 times
UI_CREATE_ULTIMATE_WEAPON_LVL3,3 times,3 times
UI_CREATE_ULTIMATE_WEAPON_LVL4,4 times,4 times
UI_CREATE_ULTIMATE_WEAPON_LVL5,5 times,5 times
UI_UPGRADE_ULTIMATE_WEAPON,Upgrade Ultimate Weapon,Upgrade Ultimate Weapon
UI_UPGRADE_ULTIMATE_WEAPON_DESC,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.
UI_UPGRADE_ULTIMATE_WEAPON_LVL1,Achieved Ultimate Upgrade +1,Achieved Ultimate Upgrade +1
UI_UPGRADE_ULTIMATE_WEAPON_LVL2,Achieved Ultimate Upgrade +2,Achieved Ultimate Upgrade +2
UI_UPGRADE_ULTIMATE_WEAPON_LVL3,Achieved Ultimate Upgrade +3,Achieved Ultimate Upgrade +3
UI_UPGRADE_ULTIMATE_WEAPON_LVL4,Achieved Ultimate Upgrade +4,Achieved Ultimate Upgrade +4
UI_UPGRADE_ULTIMATE_WEAPON_LVL5,Achieved Ultimate Upgrade +5,Achieved Ultimate Upgrade +5
UI_RAINBOWRACE_RANKING,Leaderboard,Leaderboard
UI_EXCHANGE_ACCOUNTLINK,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc
UI_EXCHANGE_SOULLINK,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc
UI_RAINBOWRACE_TELEPORT_TITLE,Rainbow Race,Rainbow Race
UI_RAINBOWRACE_TELEPORT_MSG,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.
UI_BATTLEPASS_CHRISTMAS2023,Christmas Pass 2023,Christmas Pass 2023
UI_HOME_LOGIN_EMAIL,Sign in with Email,Sign in with Email
UI_HOME_LOGIN_EMAIL_TIP,Login with Flyff Universe Email or Username,Login with Flyff Universe Email or Username
UI_SESSION_TITLE,Saved Sessions,Saved Sessions
UI_SESSION_REMOVE,Remove,Remove
UI_SESSION_REMOVEALL,Remove All,Remove All
UI_LOW_FRAMERATE_GUIDE_TITLE,Caution,Caution
UI_LOW_FRAMERATE_GUIDE_DESC,Client performance is low.\nPlease check for 2 items below.,Client performance is low.\nPlease check for 2 items below.
UI_LOW_FRAMERATE_GUIDE_GUIDE01,1) Change in-game video/graphic setting adjusted to your PC.,1) Change in-game video/graphic setting adjusted to your PC.
UI_LOW_FRAMERATE_GUIDE_GUIDE02,2) Make sure your browser has hardware acceleration turned on.,2) Make sure your browser has hardware acceleration turned on.
UI_LOW_FRAMERATE_GUIDE_BUTTON_SETTING,Go to Game Setting,Go to Game Setting
UI_BATTLEPASS_MISSION_FINISH_RAINBOW_RACE,Finish Rainbow Race,Finish Rainbow Race
UI_LOCKED_SLOT_TIP,"Unlock through quests, achievements, or an Extra Bag from the Cash Shop.","Unlock through quests, achievements, or an Extra Bag from the Cash Shop."
UI_LOCKED_SLOT_TIP_COUPLE,You can expand slots through couple level-ups and better couple rings.,You can expand slots through couple level-ups and better couple rings.
UI_QUEST_SLOTS_COMMAND,Unfinished quests which unlock inventory slots:,Unfinished quests which unlock inventory slots:
UI_ACHIEVEMENT_SLOTS_COMMAND,Unclaimed or unfinished achievements which unlock inventory slots:,Unclaimed or unfinished achievements which unlock inventory slots:
UI_QUEST_KILL_MONSTER_COUNT,Defeat monsters #cffc32f07#b%d/%d#nb#nc,Defeat monsters #cffc32f07#b%d/%d#nb#nc
UI_STORAGE_EXPIRED,(Expired),(Expired)
UI_STORAGE_GETALL,Retrieve All,Retrieve All
UI_STORAGE_GETALL_TIP,Retrieve all items to your inventory.,Retrieve all items to your inventory.
UI_STORAGE_LIST,Contains %d items:,Contains %d items:
UI_STORAGE_MORE,And %d more,And %d more
UI_STORAGE_VIEW,Shift+Left Click or Right Click to view content.,Shift+Left Click or Right Click to view content.
UI_STORAGE_VIEW_INV,Shift+Left Click to view content.,Shift+Left Click to view content.
UI_STORAGE_VIEW_MOBILE,Long Press to view content.,Long Press to view content.
UI_ACHIEVEMENTS_TOTAL_CONNECTION_PREMIUM_TAB,Premium Login Rewards,Premium Login Rewards
UI_ACHIEVEMENTS_PROBABILITY,Probability,Probability
UI_ACHIEVEMENTS_PROBABILITYTIP,Premium prize probability info,Premium prize probability info
UI_ACHIEVEMENTS_PLAYTIME_PURCHASEBTN,Purchase Playtime Coupon,Purchase Playtime Coupon
UI_ACHIEVEMENTS_CONNECTION_PURCHASEBTN,Purchase Login Coupon,Purchase Login Coupon
UI_STATBOARD_TITLE,Statboard,Statboard
UI_STATBOARD_RAW,Raw Stats,Raw Stats
UI_STATBOARD_GRAPHS,Graphs,Graphs
UI_STATBOARD_RANK,Rank,Rank
UI_STATBOARD_TIME,Time,Time
UI_STATBOARD_ITEMS,Items,Items
UI_STATBOARD_SPEED,Avg Speed,Avg Speed
UI_STATBOARD_HIDDEN,Hidden zero values: %d,Hidden zero values: %d
UI_APP_UPGRADABLE_ITEMPACK_TIP,Displays the Upgradable Item Pack Menu.,Displays the Upgradable Item Pack Menu.
UI_UPGRADE_ITEMPACK,Upgrade,Upgrade
UI_ITEMPACK_UPGRADE_TITLE,Item Pack Upgrade,Item Pack Upgrade
UI_ITEMPACK_UPGRADE_DESC,"When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed.","When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed."
UI_ITEMPACK_UPGRADE_DESC_EMPTY,Drag and drop an upgradable item pack in the item slot.,Drag and drop an upgradable item pack in the item slot.
UI_ITEMPACK_UPGRADE_CONFIRM,"Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?","Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?"
UI_TAB_EGG_USE_NAME,Egg Use Achievements event,Egg Use Achievements event
UI_EGG_USE_EVENT,Egg Use,Egg Use
UI_EGG_USE_EVENT_DESC,"Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!","Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!"
UI_EGG_USE_RED_EGG,Red Egg,Red Egg
UI_EGG_USE_ORANGE_EGG,Orange Egg,Orange Egg
UI_EGG_USE_YELLOW_EGG,Yellow Egg,Yellow Egg
UI_EGG_USE_GREEN_EGG,Green Egg,Green Egg
UI_EGG_USE_BLUE_EGG,Blue Egg,Blue Egg
UI_PLAYERHOUSINGBUY_KEEPTIME,Expires in: ,Expires in: 
UI_HOUSINGSETUP_KEEPTIME,Expires in: ,Expires in: 
UI_GUILD_TAB_HOUSING_JOINBATTLE,Join Artifact Battle,Join Artifact Battle
