Key,English,Japanese
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,好奇心と探究心が旺盛で、高い知能を生かした魔法を得意とする職業です。ワンドを使った魔法主体の攻撃のほか、スタッフを使用して直接攻撃を行うことも可能です。
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,マジシャンは、ワンドやスタッフを使い高火力スキルを操る魔法使いです。将来は呪術師サイキーパーか、魔導師エレメンターとなるだろう。
CLIENT_HELP_INC_000310,Mental Strike,メンタルストライク
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,精神力を物理的な力に代え、対象に無属性の攻撃を行います。与えるダメージは、術者と対象の知能(Int)の差によって変化します。
CLIENT_HELP_INC_000312,Flame Ball,ブリンクプール
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,レベル23で習得するスキルです。魔力で風の通り道を作り出し、瞬間移動することができます。
CLIENT_HELP_INC_000314,Flame Geyser,ファイアーブーメラン
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,マジシャンの一般スキルで、炎のブーメランを飛ばして単体の敵を攻撃します。
CLIENT_HELP_INC_000316,Fire Strike,ホットエアー
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,マジシャンの一般スキルで、熱い炎で単体の敵に持続的なダメージを与えます。
CLIENT_HELP_INC_000318,Swordwind,バーニングストライク
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,近距離から対象を攻撃する猛烈な風。このスキルは、レベル20でメンタルストライクのスキルポイントが5ポイント以上あるプレイヤーが利用でき、どの杖や杖でも使用できます。
CLIENT_HELP_INC_000320,Strongwind,ソードウィンド
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,風のように素早く鋭い攻撃をします。
CLIENT_HELP_INC_000322,Wind Cutter,ストロングウィンド
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,強い風で対象への攻撃を行います。
CLIENT_HELP_INC_000324,Ice Missile,ウインドカッター
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,水属性の基本ダメージを与え、一定確率で対象の動きを鈍らせる。このスキルはレベル20で「メンタルストライク」のスキルレベルが3以上で習得でき、あらゆるワンドやスタッフで使用できます。
CLIENT_HELP_INC_000326,Waterball,アイスミサイル
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,氷の弾で対象を攻撃します。
CLIENT_HELP_INC_000328,Water Well,ウォーターボール
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.",スキルレベルに応じて複数個の水の弾を発射します。
CLIENT_HELP_INC_000330,Lightning Ball,ウォータースプラッシュ
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,水柱を出現させて攻撃します。攻撃を受けた相手の属性は水属性になります。
CLIENT_HELP_INC_000332,Lightning Ram,ライトニングボール
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,辺りの静電気を集めて対象を攻撃します。
CLIENT_HELP_INC_000334,Lightning Shock,ライトニングパーム
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,小さく速い雷球で敵にダメージを与える。このスキルは、レベル 40でライトニングラムのスキルポイントが7つ以上あるプレイヤーが使用でき、任意のワンドまたはスタッフで使用できます。
CLIENT_HELP_INC_000336,Stone Spike,ライトニングショック
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,雷で敵を攻撃します。攻撃を受けた相手の属性は雷属性になります。
CLIENT_HELP_INC_000338,Rock Crash,スパイクストーン
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,硬い石の槍で対象にダメージを与えると共に、一定の確率でスタンさせます。
CLIENT_HELP_INC_000340,Rooting,ロッククラッシュ
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,巨大な岩を召還して、敵に飛ばします。
CLIENT_HELP_INC_000342,Blinkpool,ルーティング
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,地の精霊の力を借りて、敵の動きを封じます。
CLIENT_HELP_INC_000344,Power Stomp,アックスボム
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,斧の取っ手部分で地面に打ち下ろす際の衝撃派で周りの敵たちに攻撃を与える同時に一定確率でスターンにかけさせます。
CLIENT_HELP_INC_000346,Knight,ナイト
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,両手武器を使用することができ、重装備を生かして敵の攻撃から仲間を守る前衛職のエキスパート。
CLIENT_HELP_INC_000348,Charge,チャージ
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,ソードを構えて突撃し、その勢いで強烈な一撃を与えます。
CLIENT_HELP_INC_000350,Earth Divider,アースディバイダー
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,渾身の力で両手剣を叩きつけて、前方の敵に大ダメージを与えます。
CLIENT_HELP_INC_000352,Pain Dealer,アーマーブレイカー
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,敵の装甲を破壊することを目的にした攻撃で、ダメージを与えると共に一時的に敵の防御力をダウンさせます。
CLIENT_HELP_INC_000354,Guard,ガード
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,防御に専念することで、一定時間、攻撃力が下がる代わりに防御力が上昇します。
CLIENT_HELP_INC_000356,Rage,レイジ
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.",攻撃に専念することで、一定時間、防御力と命中率が下がる代わりに、攻撃力と最大HPが上昇します。
CLIENT_HELP_INC_000358,Pain Reflection,ペインリフレクション
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,敵の攻撃の隙をついて反撃することで、受けたダメージの一部を敵に送り返します。
CLIENT_HELP_INC_000360,Power Swing,パワースウィング
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.",水平に大きく振ることでダメージを与え、敵をノックバックさせる。このスキルはペインリフレクションのスキルポイントが7以上、プレイヤーレベル75から取得可能となり、両手斧か剣で使用できる。
CLIENT_HELP_INC_000362,Blade,ブレード
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,両手に武器を携え、身の軽さを生かした素早い攻撃で敵を切り刻む疾風の戦士。
CLIENT_HELP_INC_000364,Silent Strike,フラシュシュート
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,高速で敵に斬りつけながら駆け抜けます。
CLIENT_HELP_INC_000366,Blade Dance,ブレードダンス
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,両手に持った剣を巧みに使い、剣舞を舞いながら周囲の敵を切り裂きます。
CLIENT_HELP_INC_000368,Spring Attack,アックスラッシュ
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,両手の斧を振り回して4連続攻撃を行い、攻撃がヒットする度にダメージが増加します。
CLIENT_HELP_INC_000370,Hawk Attack,ホークアタック
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.",ジャンプし、両方の武器で敵を攻撃します。大ダメージを与え、短時間敵の目をくらませる可能性がある。このスキルは、サイレントストライクでスキルポイントが5以上あるプレイヤーがレベル65で利用でき、片手斧2本で使用できます。
CLIENT_HELP_INC_000372,Armor Penetrate,アーマーペネトレイト
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,敵の装甲の弱い部分を攻撃することで、攻撃の際に敵の防御力を50%にします。
CLIENT_HELP_INC_000374,Berserk,バーサーク
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.",一定時間、攻撃力と攻撃速度が上昇します。ただし、この間は他のスキルを使用することができなくなります。
CLIENT_HELP_INC_000376,Sonic Blade,ソニックブレード
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.",身体の中に気を集中させて、剣や斧の先から一気に放出して敵を攻撃します。
CLIENT_HELP_INC_000378,Cross Strike,クロスストライク
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,両手の武器をクロスさせて強烈な攻撃を行います。
CLIENT_HELP_INC_000380,Jester,ジェスター
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.",ヨーヨーの技術を特化させ、もっと強力な技術が出来るアクロバット２次転職キャラクターです。
CLIENT_HELP_INC_000382,placholder 31,プレースホルダー 31
CLIENT_HELP_INC_000383,Critical swing,クリティカルスウィング
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,クリティカルの発生確率を増加させるスキルです。
CLIENT_HELP_INC_000385,Enchant Poison,ｴﾝﾁｬﾝﾄﾎﾟｲｽﾞﾝ
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,ヨーヨーに毒属性を追加し、ダメージを上昇させると共に、一定確率で毒状態にするスキルです。
CLIENT_HELP_INC_000387,Enchant Bleed,ｴﾝﾁｬﾝﾄﾌﾞﾗｯﾄﾞ
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,ヨーヨーで敵の急所に強力な攻撃を行い、継続的な出血を起こさせるスキルです。
CLIENT_HELP_INC_000389,Enchant Absorb,ｴﾝﾁｬﾝﾄｱﾌﾞｿｰﾄﾞ
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,ヨーヨーで強力な攻撃を行い、一定確率で相手のHPを吸収するスキルです。
CLIENT_HELP_INC_000391,Back Step,ﾊﾞｯｸｽﾃｯﾌﾟ
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.",対象の背後で、強い一撃を与えるスキルで、一定確率でスタン状態になります。
CLIENT_HELP_INC_000393,Hit of Penya,ﾋｯﾄｵﾌﾞﾍﾟﾆｬ
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,消費するペニャに応じて防御力を無視したダメージを与えるスキルです。
CLIENT_HELP_INC_000395,Escape,エスケープ
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,自分の動きを制限するスキルがかかった状態から抜け出すスキルです。
CLIENT_HELP_INC_000397,Vital Stab,ｳﾞｧｲﾀﾙｽﾀｯﾌﾞ
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.",ダークイリュージョンの状態でクリティカル攻撃を行うスキルで、一定確率でダブルダメージ効果もあります。
CLIENT_HELP_INC_000399,Ranger,レンジャー
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.",弓を利用した遠距離攻撃を特化した職業で、属性を使った強力な弓の攻撃が特徴なキャラクターです。
CLIENT_HELP_INC_000401,placholder 32,プレースホルダー 32
CLIENT_HELP_INC_000402,Critical Shot,ファストショット
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,一定時間、クリティカル率が上昇します。
CLIENT_HELP_INC_000404,Ice Arrow,ｱｲｽｱﾛｰ
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.",氷の矢が粉砕し、周囲の敵に水属性ダメージを与え、一定時間動きを鈍くさせるスキルです。
CLIENT_HELP_INC_000406,Flame Arrow,ﾌﾚｲﾑｱﾛｰ
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,炎の矢が爆発し、周囲の敵に継続ダメージを与える炎が立ち上がるスキルです。(地面を指定して攻撃)
CLIENT_HELP_INC_000408,Piercing Arrow,ﾋﾟｴｰｼﾝｸﾞｱﾛｰ
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.",貫通性の矢を射て、直線上の複数の敵にダメージを与える
CLIENT_HELP_INC_000410,Poison Arrow,ﾎﾟｲｽﾞﾝｱﾛ
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,毒属性の矢を射て、継続的なダメージを与えるスキルです。
CLIENT_HELP_INC_000412,Silent Arrow,ｻｲﾚﾝﾄｱﾛｰ
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.",強力なダメージを与えると共に、一定確率で沈黙状態(魔法が使用できない)にするスキルです。
CLIENT_HELP_INC_000414,Nature,ﾈｲﾁｬﾘﾝｸﾞ
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,属性魔法に対する抵抗率を上昇させるスキルです。
CLIENT_HELP_INC_000416,Triple shot,ﾄﾘﾌﾟﾙｼｮｯﾄ
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,3本の矢を発射し、敵に強力なダメージを与えるスキルです。
CLIENT_HELP_INC_000418,Ringmaster,リングマスター
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.",パーティーメンバーの戦闘補助を行うことに特化した職業。多くの補助スキルを持つ。
CLIENT_HELP_INC_000420,Protect,プロテクト
CLIENT_HELP_INC_000421,This buff increases the physical defense of the target.,一定時間、対象を目に見えない障壁で包み、防御力を上昇させます。
CLIENT_HELP_INC_000422,Holyguard,ホーリーガード
CLIENT_HELP_INC_000423,This buff protects the target from incoming critical hits for a limited amount of time.,一定時間、対象を目に見えない結界で包み、魔法防御力を上昇させます。
CLIENT_HELP_INC_000424,Holycross,ホーリークロス
CLIENT_HELP_INC_000425,The enemy will take double damage.,神の加護を受けて、敵に2倍のダメージを与えます。
CLIENT_HELP_INC_000426,Spiriture Fortune,エンチャントウェポン
CLIENT_HELP_INC_000427,Greatly increases your physical attack power for a period of time.,一定時間、対象の武器に魔力を付与して攻撃力を上昇させます。
CLIENT_HELP_INC_000428,Gebura Tiphreth,バトルソング
CLIENT_HELP_INC_000429,"Increases accuracy, attack speed and attack power for all party members within range.",勇壮な歌で一定範囲のパーティーメンバーの闘志を奮い立たせ、一定時間、攻撃力、攻撃速度、命中率を上昇させます。
CLIENT_HELP_INC_000430,Gvur Tialla,パーゲイション
CLIENT_HELP_INC_000431,Cleanses any abnormal conditions.,聖なる力で対象の状態異常を解除します。
CLIENT_HELP_INC_000432,Heal Rain,ヒールレイン
CLIENT_HELP_INC_000433,Recovers a large amount of HP for all party members.,生命力が結晶した雨を降らせて、パーティーメンバーのHPを大幅に回復させます。
CLIENT_HELP_INC_000434,Merkaba Hanzelrusha,ホーリーフィールド
CLIENT_HELP_INC_000435,Deals damage over time to all enemies in a certain area.,一定範囲内に神聖な結界を張り、そこに進入した敵に対して持続的ダメージを与えます。
CLIENT_HELP_INC_000436,Billposter,ビルポスター
CLIENT_HELP_INC_000437,"The second job class for Assists, they use a knuckle hammer like Assists. They specialize in Critical attacks but have a slower attack speed.",ナックルを使った攻撃が特徴。パーティー戦闘時にはその構成に応じて攻撃、サポートの両面を果たすことになる。クリティカル攻撃に特化しているが、攻撃速度が遅い。
CLIENT_HELP_INC_000438,Belial Smashing,ベリアルスマッシュ
CLIENT_HELP_INC_000439,A skill that delivers one powerful dashing punch.,ダッシュしながら拳に気を集中させて敵を攻撃します。
CLIENT_HELP_INC_000440,Blood Fist,ブラッドフィスト
CLIENT_HELP_INC_000441,"Strikes the enemy, making it bleed. Bleeding causes additional damage over time.",敵の急所を突いて出血させて、持続的なダメージを与えます。
CLIENT_HELP_INC_000442,Piercing Serpent,ピアッシングサーペント
CLIENT_HELP_INC_000443,"Dashes forward with a burning fist, striking the enemy.",指先に集中させた気を放出させて、対象を中心に一定範囲の敵を攻撃します。
CLIENT_HELP_INC_000444,Asmodeus,アスモデウス
CLIENT_HELP_INC_000445,Increases the attack power bonus of knuckles.,ナックル系の武器を装備している際に追加攻撃力が上昇します。
CLIENT_HELP_INC_000446,Baraqijal Esna,バラキーアルエスナ
CLIENT_HELP_INC_000447,"When the skill works, it reduces the monsters defense and increases the monsters attack power.",敵の攻撃力を上昇させる代わりに防御力を減少させます。
CLIENT_HELP_INC_000448,Grvub Tialbold,グブルティアボルド
CLIENT_HELP_INC_000449,An energy wave deals damage to all monsters around the caster.,衝撃波で自分の周囲の敵にダメージを与えます。
CLIENT_HELP_INC_000450,Sonic Hand,ソニックハンド
CLIENT_HELP_INC_000451,Uses a knuckle hammer to strike with deadly speed.,真空の刃を飛ばして敵を攻撃します。
CLIENT_HELP_INC_000452,Asalraalaikum,アッサルラアルライクム
CLIENT_HELP_INC_000453,"Strikes the enemy with concentrated power, consumes all MP.",すべてのMPを破壊の力に変え、絶大なダメージを与えます。
CLIENT_HELP_INC_000454,Elementor,エレメンター
CLIENT_HELP_INC_000455,"The first job class for Magicians, they use staves like Magicians. They specialize in magic effecting large numbers of enemies at once.",火・水・土・雷・風の5つの属性魔法を極める攻撃魔法のエキスパート。
CLIENT_HELP_INC_000456,Firebird,ファイアバード
CLIENT_HELP_INC_000457,A fireball strikes the enemy.,炎の鳥を出現させて敵を攻撃します。
CLIENT_HELP_INC_000458,Burning Field,バーニングフィールド
CLIENT_HELP_INC_000459,Sheets of flame burn the enemy for a period of time.,一定範囲を火の海に変え、敵に持続的ダメージを与えます。
CLIENT_HELP_INC_000460,Fire Mastery,ファイアマスター
CLIENT_HELP_INC_000461,Increases damage done by fire skills.,火の精霊と盟約を結び、火属性の攻撃力を強化します。
CLIENT_HELP_INC_000462,Stone Spear,ストーンスピア
CLIENT_HELP_INC_000463,A spear made of rock strikes the enemy.,鋭い石の槍を出現させ、敵を攻撃します。
CLIENT_HELP_INC_000464,Earthquake,アースクエイク
CLIENT_HELP_INC_000465,Make a huge earthquake which deals a large amount of damage.,一定範囲内に強烈な地震を発生させ、対象にダメージを与えます。
CLIENT_HELP_INC_000466,Earth Mastery,アースマスター
CLIENT_HELP_INC_000467,Increases damage done by earth skills.,地の精霊と盟約を結び、地属性の攻撃力を強化します。
CLIENT_HELP_INC_000468,Void,ヴォイド
CLIENT_HELP_INC_000469,Strong Wind damage is dealt to a single target.,真空状態を作り出し、対象を切り裂きます。
CLIENT_HELP_INC_000470,Windfield,ウインドフィールド
CLIENT_HELP_INC_000471,A strong wind slows all enemies around the caster for a period of time.,一定範囲内に強烈な空気の渦を発生させ、中にいる者の移動力を低下させます。
CLIENT_HELP_INC_000472,Wind Mastery,ウインドマスター
CLIENT_HELP_INC_000473,Increases damage done by wind skills.,風の精霊と盟約を結び、風属性の攻撃力を強化します。
CLIENT_HELP_INC_000474,Thunder Strike,サンダーストライク
CLIENT_HELP_INC_000475,Strong Lightning damage is dealt to a single target.,敵に強力な稲妻を落とします。
CLIENT_HELP_INC_000476,Electric Shock,サンダーショック
CLIENT_HELP_INC_000477,"Deals lightning damage to all enemies around the caster, also lowering their defense temporarily.",周囲に強い電場を形成し、一定範囲の敵にランダムに雷を落とします。
CLIENT_HELP_INC_000478,Lightning Mastery,ライトニングマスター
CLIENT_HELP_INC_000479,Increases damage done by lightning skills.,雷の精霊と盟約を結び、雷属性の攻撃力を強化します。
CLIENT_HELP_INC_000480,Iceshark,アイスシャーク
CLIENT_HELP_INC_000481,A shark made of ice strikes the enemy.,鋭い氷塊を出現させ、敵を攻撃します。
CLIENT_HELP_INC_000482,Poison Cloud,ポイズンクラウド
CLIENT_HELP_INC_000483,"A poison cloud engulfs the enemy, dealing poison and wind damage.",毒素を含んだ雲を出現させて、一定範囲の敵に毒のダメージを与えます。
CLIENT_HELP_INC_000484,Water Mastery,ウォーターマスター
CLIENT_HELP_INC_000485,Increases damage done by water skills.,水の精霊と盟約を結び、水属性の攻撃力を強化します。
CLIENT_HELP_INC_000486,Meteo Shower,メテオストライク
CLIENT_HELP_INC_000487,"Meteors strike all the enemies in a certain area, dealing fire and earth damage.",天空の彼方から隕石を召還し、一定範囲内の敵に火と地の攻撃を行います。
CLIENT_HELP_INC_000488,Lightning Storm,サンダーストーム
CLIENT_HELP_INC_000489,Lightning and wind damage is dealt to all enemies in the area of effect.,嵐を発生させて、周囲の敵に雷と風の攻撃を行います。
CLIENT_HELP_INC_000490,Sandstorm,サンドストーム
CLIENT_HELP_INC_000491,"A sand storm strikes all the enemies in a certain area, dealing wind and earth damage.",砂嵐を発生させて、周囲の敵に地と風の攻撃を行います。
CLIENT_HELP_INC_000492,Blizzard,アバランチ
CLIENT_HELP_INC_000493,"A blizzard strikes all the enemies in a certain area, dealing earth and water damage as well as stunning them.",雪崩を発生させて、周囲の敵に水と地の攻撃を行い、スタンさせます。
CLIENT_HELP_INC_000494,Psykeeper,サイキーパー
CLIENT_HELP_INC_000495,"The second job class for Magicians, they use a wand like a Magician. They specialize in magic attacks that assault the mind of the enemy.",超能力を駆使して相手を混乱・恐慌・隔離状態など、精神的な攻撃を得意とする。
CLIENT_HELP_INC_000496,Demonology,デーモンオルグ
CLIENT_HELP_INC_000497,"Deals damage to the mind of the enemy, by creating illusions of devils.",悪魔の邪念を召還して、敵に精神的なダメージを与えます。
CLIENT_HELP_INC_000498,Satanology,サターンアイ
CLIENT_HELP_INC_000499,"Confuses the enemy, and binds them in place for a certain amount of time.",邪眼で対象の目をくらまし、一定時間動きを封じます。
CLIENT_HELP_INC_000500,Psychic Bomb,サイキックボム
CLIENT_HELP_INC_000501,"Builds up spiritual power, and releases it to do massive damage.",精神力を破壊の力に換え、強力なダメージを与えます。
CLIENT_HELP_INC_000502,Spirit Bomb,メンタルクラッシュ
CLIENT_HELP_INC_000503,"Collapse the spirit of the enemy, deals damage based on MP.",相手の精神を破壊してダメージを与えます。
CLIENT_HELP_INC_000504,Psychic Wall,サイキックウォール
CLIENT_HELP_INC_000505,Creates a psychic barrier in front of the caster that the monster cannot pass.,見えない壁を創り出し、敵の侵入を防ぎます。
CLIENT_HELP_INC_000506,Crucio Spell,カーズスペル
CLIENT_HELP_INC_000507,"Gives a certain chance to reflect skill and magic attacks, at double damage.",魔法攻撃に対して2倍のダメージを相手に与えます。
CLIENT_HELP_INC_000508,Maximum Crisis,マキシマムクライシス
CLIENT_HELP_INC_000509,"If it works then it deals huge damage to the monster. If not, the caster takes the damage instead.",強力な精神波で一定範囲の敵に一定確率でダメージを与えます。
CLIENT_HELP_INC_000510,Psychic Square,サイキックスクエア
CLIENT_HELP_INC_000511,Dazzles the monster and deals a large amount of damage.,一定範囲の敵を自分の精神世界に引き入れてダメージを与えます。
CLIENT_HELP_INC_000512,Information of the ability,能力値の説明
CLIENT_HELP_INC_000513,This explains the information of various abilities that can be increased by growth of character.,キャラクター情報と、成長によって上昇する各種能力についての説明です。
CLIENT_HELP_INC_000514,Name,名前
CLIENT_HELP_INC_000515,The given name of the avatar/character.,キャラクターの作成時に決定したキャラクター名を表示します。
CLIENT_HELP_INC_000516,Job,職業
CLIENT_HELP_INC_000517,This shows the job/class that the player has chosen for his character.,キャラクターの職業を表示します。
CLIENT_HELP_INC_000518,Level,レベル
CLIENT_HELP_INC_000519,This increases according to the accumulated experience. You get new Stat Points and Skill Points for every level reached.,EXP(キャラクターの経験値)が100%になるとレベルアップします。レベルが上がるとGPポイントを取得し、GPポイントを消費することで能力値が増加します。
CLIENT_HELP_INC_000520,placholder 33,プレースホルダー 33
CLIENT_HELP_INC_000521,placholder 34,プレースホルダー 34
CLIENT_HELP_INC_000522,placholder 35,プレースホルダー 35
CLIENT_HELP_INC_000523,placholder 36,プレースホルダー 36
CLIENT_HELP_INC_000524,Strength,力
CLIENT_HELP_INC_000525,Weapon attack rate increases except for wands and bows.,ワンドを除外した武器の攻撃力を増加します。
CLIENT_HELP_INC_000526,Stamina,体力
CLIENT_HELP_INC_000527,"Affects HP, FP, Defense and HP/FP restoration rate.","HP(生命力), FP(持久力), 防御力、HPとFPの回復量に影響を与えます。"
CLIENT_HELP_INC_000528,Dexterity,敏捷
CLIENT_HELP_INC_000529,"Affects accuracy, attack speed, dodge rate, block rate, critical chance and bow attack power.",命中率、回避率、攻撃速度、ブロック率、クリティカルヒット率、弓の攻撃力に影響を与えます。
CLIENT_HELP_INC_000530,Intelligence,知能
CLIENT_HELP_INC_000531,"Affects maximum MP, MP restoration amount, magic power and magic defense.",魔法攻撃力と魔法防御力、MPの最大量、MP回復量に影響を与えます。
