Key,English,Vietnamese
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.","Một Acrobat sẽ sử dụng MP cho Kỹ năng Cung và FP cho Kỹ năng Yo-Yo. Đối với các kỹ năng phổ thông như Dark Illusion, Acrobats sử dụng FP. Acrobats sẽ trở thành Jester hoặc Ranger."
CLIENT_HELP_INC_000238,Pulling,Pulling
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,Kéo mục tiêu về phía người chơi. Kỹ năng này có sẵn ở Cấp độ 15 cho Người chơi và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000240,Fast Walker,Fast Walker
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,Tăng tốc độ đi bộ của người chơi trong một khoảng thời gian giới hạn. Kỹ năng này có sẵn ở Cấp 18 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Pulling và có thể được sử dụng với bất kỳ Cung hoặc Yo-Yo nào
CLIENT_HELP_INC_000242,Dark Illusion,Dark Illusion
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,Chuyển nhân vật sang chế độ vô hình trong một thời gian ngắn. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 6 Điểm kỹ năng trong Fast Walker và có thể được sử dụng với bất kỳ Cung hoặc Yo-Yo nào.
CLIENT_HELP_INC_000244,Perfect Block,Perfect Block
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,Tỷ lệ chặn sẽ được tăng lên. Kỹ năng này có sẵn ở Cấp độ 45 cho Người chơi có ít nhất 8 Điểm kỹ năng trong Dark Illusion và có thể được sử dụng với bất kỳ Cung hoặc Yo-Yo nào.
CLIENT_HELP_INC_000246,Slow Step,Slow Step
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,Bạn có cơ hội giảm tốc độ di chuyển của kẻ thù. Kỹ năng này có sẵn ở Cấp độ 15 và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000248,Yo-Yo Mastery,Yo-Yo Mastery
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,Tăng sát thương Yo-Yo. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 3 Điểm kỹ năng ở Slow Step và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000250,Snatch,Snatch
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,Đánh cắp Penya khỏi mục tiêu; chỉ có thể được sử dụng khi đang ở trong Dark Illusion từ phía sau mục tiêu. Kỹ năng này có sẵn ở Cấp độ 35 cho Người chơi có ít nhất 8 Điểm kỹ năng trong Yo-Yo Mastery và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000252,Deadly Swing,Deadly Swing
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,Một đòn chí mạng có cơ hội khiến kẻ địch mất máu. Kỹ năng này có sẵn ở Cấp độ 50 cho Người chơi có ít nhất 10 Điểm kỹ năng trong Snatch và có thể được sử dụng với bất kỳ Yo-Yo nào
CLIENT_HELP_INC_000254,Cross Line,Cross Line
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,Thu thập năng lượng vào Yo-Yo của bạn để tấn công kẻ thù bằng một đòn tấn công mạnh mẽ có cơ hội làm choáng mục tiêu của bạn. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 8 Điểm kỹ năng trong Yo-Yo Mastery và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000256,Counterattack,Counterattack
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,Tránh đòn tấn công tiếp theo của kẻ thù và phản công bằng một cuộc tấn công của riêng bạn. Kỹ năng này có sẵn ở Cấp độ 40 cho Người chơi có ít nhất 10 Điểm kỹ năng trong Cross Line và có thể được sử dụng với bất kỳ Yo-Yo nào.
CLIENT_HELP_INC_000258,Junk Arrow,Junk Arrow
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,Kỹ năng này bắn bốn mũi tên rất nhanh nhưng độ chính xác giảm. Kỹ năng này có sẵn ở Cấp 15 và có thể được sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000260,Bow Mastery,Bow Mastery
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,Tăng sát thương cung. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Junk Arrow và có thể được sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000262,Silent Shot,Silent Shot
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,Tạo ra 1 đòn đánh mạnh mẽ đến mục tiêu nếu bạn đang ở trong Dark Illusion. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 4 Điểm kỹ năng ở mức Bow Mastery và có thể được sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000264,Auto Shot,Auto Shot
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,Tấn công liên tiếp bốn lần mà không bị trượt. Mỗi đòn đánh sẽ ít gây sát thương hơn một chút so với một đòn đánh từ Junk Arrow. Kỹ năng này có sẵn ở Cấp độ 45 cho Người chơi có ít nhất 9 Điểm kỹ năng trong Silent Shot và có thể sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000266,Aimed Shot,Aimed Shot
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,Một phát bắn được nhắm cẩn thận có cơ hội gây sát thương gấp đôi cho mục tiêu. Kỹ năng này có sẵn ở Cấp độ 35 cho Người chơi có ít nhất 5 Điểm kỹ năng ở mức Bow Mastery và có thể được sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000268,Arrow Rain,Arrow Rain
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,Một cơn mưa tên sẽ rơi xuống tất cả kẻ thù trong một vòng tròn rộng xung quanh mục tiêu của bạn. Kỹ năng này có sẵn ở Cấp 50 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Aimed Shot và có thể được sử dụng với bất kỳ Cung nào.
CLIENT_HELP_INC_000270,Assist,Assist
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.","Assit là linh mục hoặc bác sĩ của Flyff. Hai bản dựng chính cho chức nghiệp này là một người chữa lành Full Support hoặc một Buff Warrior. Cả hai đều có các kỹ năng giống nhau để lựa chọn. Nơi Healer sẽ cần đồng đội để lên level, Warrior có thể tự buff và chiến đấu một mình."
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,Assit có thể được chọn từ Ringmaster hoặc Billposter khi thời điểm tiến triển thành chức nghiệp thứ hai.
CLIENT_HELP_INC_000273,Heal,Heal
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",Phép chữa lành chính yếu là hồi một phần HP của mục tiêu. Kỹ năng này có sẵn ở Cấp độ 15 và có thể được sử dụng với bất kỳ Gậy nào.
CLIENT_HELP_INC_000275,Patience,Patience
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Tăng HP tối đa của mục tiêu. Kỹ năng này có sẵn ở Cấp độ 18 cho Người chơi có ít nhất 3 Điểm kỹ năng khi Hồi máu và có thể sử dụng với bất kỳ Gậy nào.
CLIENT_HELP_INC_000277,Resurrection,Resurrection
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.","Hồi sinh Người chơi đã chết, nhưng chỉ cấp một phần HP cho họ. Kỹ năng này có sẵn ở Cấp độ 20 cho Người chơi có ít nhất 4 Điểm kỹ năng Patience và có thể được sử dụng với bất kỳ Gậy nào"
CLIENT_HELP_INC_000279,Circle Healing,Circle Healing
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,Chữa lành các Thành viên Nhóm trong một phạm vi được chỉ định của bạn. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 4 Điểm kỹ năng Resurrection và có thể sử dụng với bất kỳ Gậy nào.
CLIENT_HELP_INC_000281,Prevention,Prevention
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,"Phép thuật này sẽ tự động phục hồi tất cả HP của bạn nếu bạn có dưới 10% HP. Kỹ năng này có thể sử dụng với bất kỳ loại Stick nào, và sẽ được mở khóa cho người chơi từ Cấp độ 30 khi có ít nhất 4 Skill Points trong Circle Healing."
CLIENT_HELP_INC_000283,Quick Step,Quick Step
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.","Tăng tốc độ đi bộ của mục tiêu. Cấp độ càng cao, mục tiêu đi bộ càng nhanh. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 3 Điểm Kỹ năng trong Heal và có thể sử dụng với bất kỳ Gậy nào."
CLIENT_HELP_INC_000285,Haste,Haste
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,Tăng tốc độ tấn công của Người chơi được nhắm đến. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 3 Skill Points trong Quick Step và có thể được sử dụng với bất kỳ Stick nào.
CLIENT_HELP_INC_000287,Cat's Reflex,Cat's Reflex
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,"Tăng Evasion rate của Người chơi được nhắm đến. Kỹ năng này có thể sử dụng được với bất kỳ Stick nào, sẽ được mở khóa cho Người chơi từ Cấp độ 30 có ít nhất 4 Skill Points Haste."
CLIENT_HELP_INC_000289,Cannon Ball,Cannon Ball
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,"Tăng DEX của Người chơi được nhắm đến. Kỹ năng này có thể sử dụng với bất kỳ loại Stick nào, và sẽ được mở khóa cho người chơi từ Cấp độ 35 khi có ít nhất 4 Skill Points trong Cat's Reflex."
CLIENT_HELP_INC_000291,Mental Sign,Mental Sign
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,"Tăng INT của Người chơi được nhắm đến. Tăng DEX của Người chơi mục tiêu. Kỹ năng này có thể sử dụng với bất kỳ loại Stick nào, và sẽ được mở khóa cho người chơi từ Cấp độ 18 khi có ít nhất 3 Skill Points trong Heal."
CLIENT_HELP_INC_000293,Heap Up,Heap Up
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Tăng chỉ số STA của Người chơi được nhắm đến. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 4 Skill Points trong Mental Sign và có thể được sử dụng với bất kỳ Stick nào.
CLIENT_HELP_INC_000295,Beef Up,Beef Up
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Tăng STR của một người chơi mục tiêu. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Heap Up và có thể được sử dụng với bất kỳ Gậy nào.
CLIENT_HELP_INC_000297,Accuracy,Accuracy
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,"Tăng độ chính xác của người chơi mục tiêu. Kỹ năng này có thể sử dụng với bất kỳ loại Stick nào, và sẽ được mở khóa cho người chơi từ Cấp độ 30 khi có ít nhất 4 Skill Points trong Beef Up."
CLIENT_HELP_INC_000299,Temping Hole,Temping Hole
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.","Một cú đấm thẳng, mạnh mẽ, tấn công kẻ thù với một đòn tấn công tập trung. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 3 Điểm Kỹ năng Heal và có thể được sử dụng với bất kỳ Knuckle nào."
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,"Các đòn tấn công vật lý có cơ hội làm choáng mục tiêu. Kỹ năng này có thể sử dụng với bất kỳ Knuckle nào, và sẽ được mở khóa cho người chơi từ Cấp độ 25 khi có ít nhất 4 Skill Points trong Temping Hole."
CLIENT_HELP_INC_000303,Burst Crack,Burst Crack
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Đập đất và gây sát thương cho kẻ địch trong khu vực xung quanh. Kỹ năng này có sẵn ở Cấp độ 28 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Stone Hand và có thể được sử dụng với bất kỳ Knuckle nào.
CLIENT_HELP_INC_000305,Power Fist,Power Fist
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,Một đòn đánh tập trung mạnh mẽ . Kỹ năng này có sẵn ở Cấp độ 35 cho Người chơi có ít nhất 4 Điểm kỹ năng trong Burst Crack và có thể được sử dụng với bất kỳ Knuckle nào.
CLIENT_HELP_INC_000307,Magician,Magician
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Magicians điều khiển ma thuật nguyên tố mạnh mẽ bằng cách sử dụng đũa phép hoặc cây gậy. Magicians được hưởng lợi từ trí thông minh cao.
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magicians sẽ có thể thăng tiến trong Chức nghiệp của họ để trở thành Elementor hoặc Psykeeper
CLIENT_HELP_INC_000310,Mental Strike,Mental Strike
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Gây sát thương pháp thuật không thuộc nguyên tố lên mục tiêu. Sát thương gây ra thay đổi theo sự khác biệt của INT giữa người bắn và mục tiêu. Kỹ năng này có sẵn ở Cấp độ 15 và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000312,Flame Ball,Flame Ball
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Tấn công kẻ thù bằng một quả cầu lửa. Kỹ năng này có sẵn ở Cấp độ 18 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Mental Strike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000314,Flame Geyser,Flame Geyser
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Gây sát thương lửa trung bình lên mục tiêu với hiệu ứng Sát thương kéo dài theo thời gian. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Flame Ball và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000316,Fire Strike,Fire Strike
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Gây sát thương cho kẻ thù bằng quả cầu lửa. Kẻ thù sẽ mất máu trong một thời gian giới hạn sau đó. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 7 Điểm kỹ năng trong Flame Geyser và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000318,Swordwind,Swordwind
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,"Một cơn gió dữ dội tấn công mục tiêu từ khoảng cách ngắn. Kỹ năng này có thể sử dụng với bất kỳ Wand hoặc Staff nào, và sẽ được mở khóa cho người chơi từ Cấp độ 20 khi có ít nhất 5 Skill Points trong Mental Strike."
CLIENT_HELP_INC_000320,Strongwind,Strongwind
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,Một cơn lốc xoáy gió gây sát thương lên mục tiêu cũng như đẩy lùi chúng. Kỹ năng này có sẵn ở Cấp 25 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Swordwind và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000322,Wind Cutter,Wind Cutter
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,Một ngọn gió gây sát thương lên mục tiêu. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 7 Điểm kỹ năng trong Strongwind và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000324,Ice Missile,Ice Missile
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Gây sát thương cơ bản bằng nước với khả năng làm chậm chuyển động của mục tiêu. Kỹ năng này có sẵn ở Cấp 20 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Mental Strike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000326,Waterball,Waterball
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Bắn những quả bóng nước gây sát thương vào mục tiêu. Số lượng bóng bắn ra tăng lên khi cấp độ kỹ năng tăng lên. Kỹ năng này có sẵn ở Cấp 25 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Ice Missile và có thể sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000328,Water Well,Water Well
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.","Một câu thần chú ném cột nước vào mục tiêu, gây ra một lượng lớn sát thương. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 7 Điểm kỹ năng trong Waterball và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào."
CLIENT_HELP_INC_000330,Lightning Ball,Lightning Ball
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Một câu thần chú tập hợp tĩnh điện và tạo thành một quả cầu nhỏ gây sát thương cơ bản bằng tia sét. Kỹ năng này có sẵn ở Cấp 18 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Mental Strike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000332,Lightning Ram,Lightning Ram
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Gây một lượng sát thương trung bình bằng sét lên mục tiêu. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Lightning Ball và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000334,Lightning Shock,Lightning Shock
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,Gây sát thương cho kẻ thù bằng một quả cầu tia chớp nhỏ nhưng nhanh. Kỹ năng này có sẵn ở Cấp độ 40 cho Người chơi có ít nhất 7 Điểm kỹ năng trong Lightning Ram và có thể được sử dụng với bất kỳ Wand hoặc Staff nào.
CLIENT_HELP_INC_000336,Stone Spike,Stone Spike
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,Gây sát thương nguyên tố đất cho đối thủ cũng như tạo cơ hội làm choáng mục tiêu. Kỹ năng này có sẵn ở Cấp độ 18 cho Người chơi có ít nhất 2 Điểm kỹ năng trong Mental Strike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000338,Rock Crash,Rock Crash
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Gây sát thương cho kẻ thù bằng một viên đá khổng lồ. Kỹ năng này có sẵn ở Cấp độ 25 cho Người chơi có ít nhất 5 Điểm kỹ năng trong Stone Spike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000340,Rooting,Rooting
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,Khai thác sức mạnh của mặt đất để ngăn người chơi di chuyển. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 7 Điểm kỹ năng trong Rock Crash và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000342,Blinkpool,Blinkpool
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Dịch chuyển người chơi đến một vị trí xác định trong phạm vi giới hạn. Phạm vi tăng khi cấp độ kỹ năng tăng lên. Kỹ năng này có sẵn ở Cấp độ 30 cho Người chơi có ít nhất 3 Điểm kỹ năng trong Mental Strike và có thể được sử dụng với bất kỳ Đũa phép hoặc Quyền trượng nào.
CLIENT_HELP_INC_000344,Power Stomp,Power Stomp
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,Đòn đánh xuống mặt đất bằng cán rìu. Sóng xung kích gây sát thương với cơ hội làm choáng tất cả kẻ địch xung quanh. Sát thương và cơ hội gây choáng sẽ tăng lên theo mỗi Cấp độ kỹ năng. Kỹ năng này có sẵn ở Cấp 65 cho những người chơi có ít nhất 4 điểm kỹ năng trong Pain Dealer và có thể được sử dụng với bất kỳ Rìu sử dụng cả hai tay nào.
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,Mercenaries đã chọn làm theo lời dạy của Anh hùng Billaon trở thành Knight. Knight có khả năng phòng thủ đáng kinh ngạc và sở hữu sức mạnh để chống lại những cuộc tấn công lớn nhất
CLIENT_HELP_INC_000348,Charge,Charge
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,Đòn tấn công cận chiến gây sát thương tối đa lên quái vật bất kể cấp độ của nó. Kỹ năng này có sẵn ở Cấp 60 cho Người chơi có ít nhất 3 Điểm kỹ năng ở mức Sword Mastery và có thể sử dụng với bất kỳ Kiếm hai tay nào.
CLIENT_HELP_INC_000350,Earth Divider,Earth Divider
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,Một kỹ năng gây sát thương cho kẻ thù xung quanh. Cấp Kỹ năng cao hơn sẽ gây ra nhiều sát thương hơn. Kỹ năng này có sẵn ở Cấp 65 cho Người chơi có ít nhất 4 Điểm Kỹ năng Charge và có thể được sử dụng với bất kỳ Kiếm dùng cho hai tay nào.
CLIENT_HELP_INC_000352,Pain Dealer,Pain Dealer
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,Một kỹ năng cận chiến gây sát thương lên mục tiêu khi làm chậm khả năng phòng thủ của nó. Cấp Kỹ năng cao hơn sẽ gây ra nhiều sát thương hơn và giảm khả năng phòng thủ nhiều hơn. Kỹ năng này có sẵn ở Cấp 60 cho những Người chơi có ít nhất 3 Điểm Kỹ năng ở mức Axe Mastery và có thể sử dụng với bất kỳ Rìu được sử dụng hai tay nào.
CLIENT_HELP_INC_000354,Guard,Guard
