Key,English,Indonesian
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.","Mantra penyembuhan primer, yang memulihkan sebagian dari HP target. Heal ini tersedia di Level 15 dan dapat digunakan dengan tongkat apa pun."
CLIENT_HELP_INC_000275,Patience,Patience
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Meningkatkan maksimum HP target. Patience ini tersedia di Level 18 untuk Pemain yang memiliki setidaknya 3 Poin Keterampilan dalam Penyembuhan dan dapat digunakan dengan Tongkat apa pun.
CLIENT_HELP_INC_000277,Resurrection,Resurrection
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.","Menghidupkan kembali Player yang mati, tetapi hanya memberikan sebagian dari HP mereka. Keterampilan ini tersedia di Level 20 untuk Player yang memiliki setidaknya 4 Poin Keterampilan dalam Kesabaran dan dapat digunakan dengan Tongkat apa pun."
CLIENT_HELP_INC_000279,Circle Healing,Circle Healing
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,Menyembuhkan Anggota Group dalam jarak tertentu dari diri kamu. Keterampilan ini tersedia di Level 25 untuk Player yang memiliki setidaknya 4 Poin Keterampilan dalam Kebangkitan dan dapat digunakan dengan Tongkat apa pun.
CLIENT_HELP_INC_000281,Prevention,Prevention
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,Mantra ini akan secara otomatis memulihkan semua HP kamu jika HP turun di bawah 10% HP. Skill ini tersedia di Level 30 untuk Player yang memiliki setidaknya 4 Poin Keterampilan dalam Penyembuhan Lingkaran dan dapat digunakan dengan Tongkat apa pun.
CLIENT_HELP_INC_000283,Quick Step,Quick Step
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.","Meningkatkan kecepatan berjalan target. Semakin tinggi levelnya, semakin cepat target berjalan. Quick Step ini tersedia di Level 20 untuk Pemain yang memiliki setidaknya 3 Poin Keterampilan dalam Penyembuhan dan dapat digunakan dengan Tongkat apa pun."
CLIENT_HELP_INC_000285,Haste,Haste
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,Meningkatkan kecepatan serangan dari Pemain targe. Haste ini tersedia di Level 25 untuk Player yang memiliki setidaknya 3 Poin Keterampilan dalam Langkah Cepat dan dapat digunakan dengan Tongkat apa pun.
CLIENT_HELP_INC_000287,Cat's Reflex,Cat's Reflex
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,Meningkatkan evasion rate dari target Player. Skill ini tersedia di level 30 untuk player yang memiliki setidaknya 4 skill poin dalam Haste dan dapat digunakan dengan stick apapun.
CLIENT_HELP_INC_000289,Cannon Ball,Cannon Ball
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,Meningkatkan DEX dari target Player. Skill ini tersedia di level 35 untuk player yang memiliki setidaknya 4 skill poin dalam Cat's Reflex dan dapat digunakan dengan Stick apapun.
CLIENT_HELP_INC_000291,Mental Sign,Mental Sign
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Meningkatkan INT dari player yang target. Skill ini tersedia di level 18 untuk player yang memiliki setidaknya 3 Skill Point dalam Heal dan dapat digunakan dengan Stick apapun.
CLIENT_HELP_INC_000293,Heap Up,Heap Up
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,Meningkatkan STA dari Player. Head Up ini tersedia di Level 20 untuk Player yang memiliki setidaknya 4 Poin Keterampilan dalam Tanda Mental dan dapat digunakan dengan Tongkat apa pun.
CLIENT_HELP_INC_000295,Beef Up,Beef Up
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,Meningkatkan STR dari Player. Beef Up ini tersedia di Level 25 untuk Player yang memiliki setidaknya 4 Poin Keterampilan di Heap Up dan dapat digunakan dengan Stick apa pun.
CLIENT_HELP_INC_000297,Accuracy,Accuracy
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Meningkatkan akurasi dari pemain yang ditarget. Skill ini tersedia di level 30 untuk player yang memiliki setidaknya 4 skill poin di Beef Up dan dapat digunakan dengan tongkat apapun.
CLIENT_HELP_INC_000299,Temping Hole,Temping Hole
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",Pukulan kuat dan lurus yang menyerang musuh dengan serangan terkonsentrasi. Temping hole ini tersedia di Level 20 untuk Player yang memiliki setidaknya 3 Poin Keterampilan dalam Penyembuhan dan dapat digunakan dengan Knuckle apa pun.
CLIENT_HELP_INC_000301,Stone Hand,Stone Hand
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,Serangan fisik mendapatkan kesempatan untuk stun target.  Skill ini tersedia di Level 25 untuk player yang memiliki setidaknya 4 Skill Point pada Temping Hole dan dapat digunakan dengan Knuckle apa pun.
CLIENT_HELP_INC_000303,Burst Crack,Burst Crack
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,Menghancurkan tanah dan menimbulkan kerusakan pada musuh di area sekitarnya. Burst Crack ini tersedia di Level 28 untuk Pemain yang memiliki setidaknya 4 Poin Keterampilan di Tangan Batu dan dapat digunakan dengan Knuckle apa pun.
CLIENT_HELP_INC_000305,Power Fist,Power Fist
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,Serangan kuat yang terkonsentrasi. Power Fist ini tersedia di Level 35 untuk Player yang memiliki setidaknya 4 Poin Keterampilan di Burst Crack dan dapat digunakan dengan Knuckle apa pun.
CLIENT_HELP_INC_000307,Magician,Magician
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,Magicians mengontrol sihir unsur yang kuat dengan menggunakan tongkat atau tongkat. Magicians mendapat manfaat dari kecerdasan tinggi.
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,Magicians akan dapat maju dalam Pekerjaan mereka untuk menjadi Elementor atau Psykeeper.
CLIENT_HELP_INC_000310,Mental Strike,Mental Strike
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,Memberikan kerusakan sihir non-elemen ke target. Damage yang diberikan bervariasi berdasarkan perbedaan INT antara caster dan target. Mental Strike ini tersedia di Level 15 dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000312,Flame Ball,Flame Ball
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Menyerang musuh dengan bola api. Flame Ball ini tersedia di Level 18 untuk Player yang memiliki setidaknya 3 Poin Keterampilan dalam Serangan Mental dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000314,Flame Geyser,Flame Geyser
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,Memberikan damage api menengah ke target dengan efek Damage Over Time yang bertahan lama. Flame Geyser ini tersedia di Level 25 untuk Player yang memiliki setidaknya 5 Poin Keterampilan di Bola Api dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000316,Fire Strike,Fire Strike
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,Merusak musuh dengan bola api. Musuh kehilangan kesehatan untuk waktu yang terbatas setelah itu. Fire Strike ini tersedia di Level 30 untuk Player yang memiliki setidaknya 7 Poin Keterampilan di Flame Geyser dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000318,Swordwind,Swordwind
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Angin kencang yang menyerang target dari jarak dekat.  Skill ini tersedia di Level 20 untuk player yang memiliki setidaknya 5 skill poin dalam Mental Strike dan dapat digunakan dengan wand atau staff apa pun.
CLIENT_HELP_INC_000320,Strongwind,Strongwind
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,Tornado angin yang memberikan kerusakan pada target serta mendorong mereka kembali. Strongwind ini tersedia di Level 25 untuk Player yang memiliki setidaknya 5 Poin Keterampilan di Swordwind dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000322,Wind Cutter,Wind Cutter
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,Bilah angin yang memberikan kerusakan pada target. Wind Cutter ini tersedia di Level 30 untuk Player yang memiliki setidaknya 7 Poin Keterampilan di Strongwind dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000324,Ice Missile,Ice Missile
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Menyebabkan kerusakan air dasar dengan kemungkinan memperlambat gerakan target. Ice Missile ini tersedia di Level 20 untuk Player yang memiliki setidaknya 3 Poin Keterampilan dalam Serangan Mental dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000326,Waterball,Waterball
CLIENT_HELP_INC_000327,Shoots damaging balls of water at the target. The number of balls fired increases as the skill level increases. This skill is available at Level 25 to Players who have at least 5 Skill Points in Ice Missile and can be used with any Wand or Staff.,Menembak bola air yang merusak ke sasaran. Jumlah bola yang ditembakkan meningkat seiring dengan meningkatnya level skill. Skill ini tersedia di Level 25 untuk Player yang memiliki minimal 5 Skill Point di Ice Missile dan dapat digunakan dengan Wand atau Staff apapun.
CLIENT_HELP_INC_000328,Water Well,Water Well
CLIENT_HELP_INC_000329,"A spell that throws columns of water at the target, dealing a large amount of damage. This skill is available at Level 30 to Players who have at least 7 Skill Points in Waterball and can be used with any Wand or Staff.","Mantra yang melemparkan kolom air ke target, menghasilkan sejumlah besar kerusakan. Keterampilan ini tersedia di Level 30 untuk Player yang memiliki setidaknya 7 Poin Keterampilan di Waterball dan dapat digunakan dengan Tongkat atau Staf apa pun."
CLIENT_HELP_INC_000330,Lightning Ball,Lightning Ball
CLIENT_HELP_INC_000331,A spell that gathers static electricity and forms it into a small ball that causes basic lightning damage. This skill is available at Level 18 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,Mantra yang mengumpulkan listrik statis dan membentuknya menjadi bola kecil yang menyebabkan kerusakan petir dasar. Lightning ball ini tersedia di Level 18 untuk Player yang memiliki setidaknya 5 Poin Keterampilan dalam Serangan Mental dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000332,Lightning Ram,Lightning Ram
CLIENT_HELP_INC_000333,Deals a medium amount of lightning damage to the target. This skill is available at Level 25 to Players who have at least 5 Skill Points in Lightning Ball and can be used with any Wand or Staff.,Memberikan damage petir dalam jumlah sedang ke target. Lightning Ram ini tersedia di Level 25 untuk Player yang memiliki setidaknya 5 Poin Keterampilan di Bola Petir dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000334,Lightning Shock,Lightning Shock
CLIENT_HELP_INC_000335,Damages the enemy with a small but fast lightning ball. This skill is available at Level 40 to Players who have at least 7 Skill Points in Lightning Ram and can be used with any Wand or Staff.,Menyerang musuh dengan bola petir kecil tapi cepat. Skill ini tersedia di Level 40 untuk Player yang memiliki setidaknya 7 Skill Point di Lightning Ram dan dapat digunakan dengan Wand atau Staff apapun
CLIENT_HELP_INC_000336,Stone Spike,Stone Spike
CLIENT_HELP_INC_000337,Inflicts earth elemental damage to the opponent as well as creating a chance to stun the target. This skill is available at Level 18 to Players who have at least 2 Skill Points in Mental Strike and can be used with any Wand or Staff.,Menimbulkan kerusakan elemen tanah ke lawan serta menciptakan peluang untuk men-stun target. Stone Spike ini tersedia di Level 18 untuk Player yang memiliki setidaknya 2 Poin Keterampilan dalam Serangan Mental dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000338,Rock Crash,Rock Crash
CLIENT_HELP_INC_000339,Damages the enemy with a giant stone. This skill is available at Level 25 to Players who have at least 5 Skill Points in Stone Spike and can be used with any Wand or Staff.,Merusak musuh dengan batu raksasa. Rock Crash ini tersedia di Level 25 untuk Player yang memiliki setidaknya 5 Poin Keterampilan di Batu Spike dan dapat digunakan dengan Tongkat atau Staf apa pun.
CLIENT_HELP_INC_000340,Rooting,Rooting
CLIENT_HELP_INC_000341,Harnesses the power of the ground to prevent a user from moving. This skill is available at Level 30 to Players who have at least 7 Skill Points in Rock Crash and can be used with any Wand or Staff.,Memanfaatkan kekuatan tanah untuk mencegah pengguna bergerak. Rooting ini tersedia di Level 30 untuk Player yang memiliki setidaknya 7 Skill Points di Rock Crash dan dapat digunakan dengan Wand atau Staff apa pun.
CLIENT_HELP_INC_000342,Blinkpool,Blinkpool
CLIENT_HELP_INC_000343,Teleports the user in a specified location within the limited range. The range increases as the skill level goes up. This skill is available at Level 30 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,Menteleportasi pengguna di lokasi tertentu dalam jangkauan terbatas. Jarak meningkat saat level keterampilan naik. Blinkpool ini tersedia di Level 30 untuk Player yang memiliki setidaknya 3 Skill Points dalam Mental Strike dan dapat digunakan dengan Wand atau Staff apa pun.
CLIENT_HELP_INC_000344,Power Stomp,Power Stomp
CLIENT_HELP_INC_000345,Hits the ground with the handle of the axe. The shock wave deals damage with a chance to stun to all nearby enemies. The damage and stun chance will increase with every Skill Level. This skill is available at Level 65 to Players who have at least 4 Skill Points in Pain Dealer and can be used with any two handed Axe.,Menabrak tanah dengan gagang kapak. Gelombang kejut memberikan kerusakan dengan kesempatan untuk menyetrum semua musuh di dekatnya. Damage dan kesempatan stun akan meningkat dengan setiap Level Skill. Power Stomp ini tersedia di Level 65 untuk Player yang memiliki setidaknya 4 Skill Point di Pain Dealer dan dapat digunakan dengan Axe dua tangan.
CLIENT_HELP_INC_000346,Knight,Knight
CLIENT_HELP_INC_000347,Mercenaries who chose to follow the teachings of the Hero Billaon become Knights. Knights are capable of incredible defense and possess the power to withstand the greatest assaults.,Mercenary yang memilih untuk mengikuti ajaran Hero Billaon menjadi Knights. Knights memiliki pertahanan yang luar biasa dan memiliki kekuatan untuk menahan serangan terbesar.
CLIENT_HELP_INC_000348,Charge,Charge
CLIENT_HELP_INC_000349,A melee attack that deals maximum damage to a monster regardless of its level. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with any two handed Sword.,Serangan melee yang memberikan kerusakan maksimum pada monster terlepas dari levelnya. Charge ini tersedia di Level 60 untuk Player yang memiliki setidaknya 3 Skill Points dalam Sword Mastery dan dapat digunakan dengan Sword dua tangan.
CLIENT_HELP_INC_000350,Earth Divider,Earth Divider
CLIENT_HELP_INC_000351,A skill which damages nearby enemies. Higher Skill Level will result in more damage. This skill is available at Level 65 to Players who have at least 4 Skill Points in Charge and can be used with any two handed Sword.,Skill yang memberikan damage pada musuh di sekitarnya. Level Skill yang lebih tinggi akan menghasilkan lebih banyak kerusakan. Skill ini tersedia di Level 65 untuk Players yang memiliki setidaknya 4 Skill Points yang Charge dan dapat digunakan dengan Sword dua tangan apa pun.
CLIENT_HELP_INC_000352,Pain Dealer,Pain Dealer
CLIENT_HELP_INC_000353,A melee skill which damages the target as  lowering its defense. Higher Skill Level will result in more damage and a bigger decrease in defense. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with any two handed Axe.,Skill melee yang memberikan damage pada target  karena menurunkan defensenya. Level Skill yang lebih tinggi akan menghasilkan lebih banyak damage dan penurunan defense yang lebih besar. Skill ini tersedia di Level 60 untuk Players yang memiliki minimal 3 Skill Point di Axe Mastery dan dapat digunakan dengan Axe dua tangan.
CLIENT_HELP_INC_000354,Guard,Guard
CLIENT_HELP_INC_000355,Increases the characters defense but reduces the characters attack power. This skill is available at Level 62 and can be used with either a two handed Axe or Sword.,Meningkatkan pertahanan karakter tetapi mengurangi kekuatan serangan karakter. Keterampilan ini tersedia di Level 62 dan dapat digunakan dengan Kapak atau Pedang dua tangan.
CLIENT_HELP_INC_000356,Rage,Rage
CLIENT_HELP_INC_000357,"Increases the characters attack power and HP, but it also reduces the characters defense and accuracy. This skill is available at Level 65 to Players who have at least 5 Skill Points in Guard and can be used with either a two handed Axe or Sword.","Meningkatkan attack power dan HP karakter, tetapi juga mengurangi pertahanan dan akurasi karakter. Rage ini tersedia di Level 65 untuk Players yang memiliki setidaknya 5 Skill Points di Guard dan dapat digunakan dengan Axe atau Sword dua tangan."
CLIENT_HELP_INC_000358,Pain Reflection,Pain Reflection
CLIENT_HELP_INC_000359,Reflects a portion of damage you receive back at the target. This skill is available at Level 70 to Players who have at least 4 Skill Points in Rage and can be used with either a two handed Axe or Sword.,Memantulkan sebagian kerusakan yang kamu terima kembali ke target. Skill ini tersedia di Level 70 untuk Player yang memiliki setidaknya 4 Skill Points dalam Rage dan dapat digunakan dengan Axe atau Sword dua tangan.
CLIENT_HELP_INC_000360,Power Swing,Power Swing
CLIENT_HELP_INC_000361,"A huge horizontal swing that deals damage, and knocks enemies back. This skill is available at Level 75 to Players who have at least 7 Skill Points in Pain Reflection and can be used with either a two handed Axe or Sword.","Ayunan horizontal besar yang memberikan kerusakan, dan memukul mundur musuh. Skill ini tersedia di Level 75 untuk Player yang memiliki setidaknya 7 Skill Points dalam Pain Reflection dan dapat digunakan dengan Axe atau Sword dua tangan."
CLIENT_HELP_INC_000362,Blade,Blade
CLIENT_HELP_INC_000363,Blades are a second class for mercenaries and are the best damage dealers in the game. As a blade you will be able to wield two weapons at the same time and thus drastically increase your damage output.,Blades adalah kelas kedua untuk tentara bayaran dan merupakan damage dealers terbaik dalam permainan. Sebagai blade kamu akan dapat menggunakan dua senjata pada saat yang sama dan dengan demikian secara drastis meningkatkan output damagemu.
CLIENT_HELP_INC_000364,Silent Strike,Silent Strike
CLIENT_HELP_INC_000365,A melee skill which deals a vicious cut in a sliding motion to the enemy. This skill is available at Level 60 to Players who have at least 3 Skill Points in Sword Mastery and can be used with a one handed Sword.,Skill melee yang memberikan tebasan ganas dalam gerakan meluncur ke musuh. Silent Strike ini tersedia di Level 60 untuk Player yang memiliki setidaknya 3 Skill Points dalam Sword Mastery dan dapat digunakan dengan Sword satu tangan.
CLIENT_HELP_INC_000366,Blade Dance,Blade Dance
CLIENT_HELP_INC_000367,Uses both swords to attack all of the enemies around the wielder. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with a one handed Sword.,Menggunakan kedua pedang untuk menyerang semua musuh di sekitar pengguna. Blade Dance ini tersedia di Level 65 untuk Player yang memiliki setidaknya 5 Skill Points dalam Silent Strike dan dapat digunakan dengan Sword satu tangan.
CLIENT_HELP_INC_000368,Spring Attack,Spring Attack
CLIENT_HELP_INC_000369,Strike at multiple enemies times. This skill is available at Level 60 to Players who have at least 3 Skill Points in Axe Mastery and can be used with two one handed axes.,Serang beberapa kali musuh. Spring Attack ini tersedia di Level 60 untuk Player yang memiliki setidaknya 3 Poin Keterampilan di Axe Mastery dan dapat digunakan dengan dua axe satu tangan.
CLIENT_HELP_INC_000370,Hawk Attack,Hawk Attack
CLIENT_HELP_INC_000371,"Jumps, striking the enemy with both weapons. Deals massive damage and possibly blinds the enemy for a short period of time. This skill is available at Level 65 to Players who have at least 5 Skill Points in Silent Strike and can be used with two one handed axes.","Melompat, menyerang musuh dengan kedua senjata. Memberikan damage besar dan mungkin membutakan musuh untuk waktu yang singkat. Hawk Attack ini tersedia di Level 65 untuk Player yang memiliki setidaknya 5 skill poin dalam Silent Strike dan dapat digunakan dengan dua axe satu tangan."
CLIENT_HELP_INC_000372,Armor Penetrate,Armor Penetrate
CLIENT_HELP_INC_000373,A melee skill which ignores 50% of target's defense rating. This skill is available at Level 62 and can be used with a one handed Sword or Axe.,Keterampilan jarak dekat yang mengabaikan 50% dari peringkat defense target. Armor Penetrate ini tersedia di Level 62 dan dapat digunakan dengan Sword atau Axe satu tangan.
CLIENT_HELP_INC_000374,Berserk,Berserk
CLIENT_HELP_INC_000375,"Temporarily raises attack power and attack speed, but you can not use any skills for the duration of the spell. This skill is available at Level 65 to Players who have at least 4 Skill Points in Armor Penetrate and can be used with a one handed Sword or Axe.","Meningkatkan attack power dan attack speed untuk sementara, tetapi kamu tidak dapat menggunakan skills apa pun selama durasi spell. Berserk ini tersedia di Level 65 untuk Players yang memiliki setidaknya 4 Poin Skill di Armor Penetrate dan dapat digunakan dengan Sword atau Axe satu tangan."
CLIENT_HELP_INC_000376,Sonic Blade,Sonic Blade
CLIENT_HELP_INC_000377,"Gathers a powerful aura and transfers it to your weapon, and then deals damage to the closest enemy. This skill is available at Level 70 to Players who have at least 7 Skill Points in Berserk and can be used with a one handed Sword or Axe.","Mengumpulkan aura yang kuat dan mentransfernya ke senjatamu, dan kemudian memberikan damage pada musuh terdekat. Sonic Blade ini tersedia di Level 70 untuk Player yang memiliki setidaknya 7 Skill Points di Berserk dan dapat digunakan dengan Sword atau Axe satu tangan."
CLIENT_HELP_INC_000378,Cross Strike,Cross Strike
CLIENT_HELP_INC_000379,A strong attack is dealt to the enemy with both weapons at once. This skill is available at Level 75 to Players who have at least 7 Skill Points in Sonic Blade and can be used with a one handed Sword or Axe.,Serangan yang kuat diberikan kepada musuh dengan kedua senjata sekaligus. Cross Strike ini tersedia di Level 75 untuk Player yang memiliki setidaknya 7 Skill Points di Sonic Blade dan dapat digunakan dengan Sword atau Axe satu tangan.
CLIENT_HELP_INC_000380,Jester,Jester
CLIENT_HELP_INC_000381,"The first job class for Acrobats, they specialize in strong attacks made with a Yo-yo.","Kelas pekerjaan pertama untuk Akrobat, mereka berspesialisasi dalam serangan kuat yang dibuat dengan Yo-yo."
CLIENT_HELP_INC_000382,placholder 31,placholder 31
CLIENT_HELP_INC_000383,Critical swing,Critical swing
CLIENT_HELP_INC_000384,Increase the probability of a critical strike.,Meningkatkan kemungkinan critical strike.
CLIENT_HELP_INC_000385,Enchant Poison,Enchant Poison
CLIENT_HELP_INC_000386,Plastering poison on the weapon to increase the normal damage and available to infect the enemy with poision,Memoles racun pada senjata untuk meningkatkan normal damage dan tersedia untuk menginfeksi musuh dengan racun
CLIENT_HELP_INC_000387,Enchant Bleed,Enchant Bleed
CLIENT_HELP_INC_000388,Increase the normal damage with the bleeding attribute and available to make the enemy bleeding.,Tingkatkan normal damage dengan bleeding attribute dan tersedia untuk membuat musuh bleeding.
CLIENT_HELP_INC_000389,Enchant Absorb,Enchant Absorb
CLIENT_HELP_INC_000390,You can drain the HP of enemy with striking. The drain will be occurred with certain probability.,Kamu bisa menguras HP musuh dengan menyerang. Drain akan terjadi dengan probabilitas tertentu.
CLIENT_HELP_INC_000391,Back Step,Back Step
CLIENT_HELP_INC_000392,"When attacking from behind, deals a critical strike to the enemy. Also has a chance to stun the enemy.","Saat menyerang dari belakang, memberikan critical strike ke musuh. Juga memiliki kesempatan untuk men-stun musuh."
CLIENT_HELP_INC_000393,Hit of Penya,Hit of Penya
CLIENT_HELP_INC_000394,Uses a Yo-yo and a small amount of Penya to deal massive damage.,Menggunakan Yo-yo dan sejumlah kecil Penya untuk memberikan damage yang besar.
CLIENT_HELP_INC_000395,Escape,Escape
CLIENT_HELP_INC_000396,Enables character to escape from any movement impairing effects.,Memungkinkan karakter untuk melarikan diri dari efek gangguan gerakan apapun.
CLIENT_HELP_INC_000397,Vital Stab,Vital Stab
CLIENT_HELP_INC_000398,"While using Dark Illusion, allows for a sudden attack from the shadows.","Saat menggunakan Dark Illusion, memungkinkan serangan mendadak dari bayangan."
CLIENT_HELP_INC_000399,Ranger,Ranger
CLIENT_HELP_INC_000400,"The second job class for Acrobats, they specialize in long distance attacks, mainly with a bow.","Job kedua untuk class Acrobats, mereka berspesialisasi dalam serangan jarak jauh, terutama dengan busur."
CLIENT_HELP_INC_000401,placholder 32,placholder 32
CLIENT_HELP_INC_000402,Critical Shot,Critical Shot
CLIENT_HELP_INC_000403,This skill increases Critical Hit for a limited time.,Skill ini meningkatkan Critical Hit untuk waktu yang terbatas.
CLIENT_HELP_INC_000404,Ice Arrow,Ice Arrow
CLIENT_HELP_INC_000405,"This skill causes an explosion of frost, slowing all enemies in a certain area for a certain period of time.","Skill ini menyebabkan ledakan frost, memperlambat semua musuh di area tertentu untuk jangka waktu tertentu."
CLIENT_HELP_INC_000406,Flame Arrow,Flame Arrow
CLIENT_HELP_INC_000407,This skill gives the fire element to arrows and damages surrounding enemies.,Skill ini memberikan elemen api pada panah dan memberikan damage ke musuh di sekitarnya.
CLIENT_HELP_INC_000408,Piercing Arrow,Piercing Arrow
CLIENT_HELP_INC_000409,"This skill pierces monsters who are a straight line, dealing damage to all of them.","Skill ini menembus monster yang berada dalam garis lurus, memberikan damage ke mereka semua."
CLIENT_HELP_INC_000410,Poison Arrow,Poison Arrow
CLIENT_HELP_INC_000411,The strong damage and continuous poisonous damage will be occurred simutaneously.,Kerusakan yang kuat dan kerusakan karena racun terus menerus akan terjadi secara bersamaan.
CLIENT_HELP_INC_000412,Silent Arrow,Silent Arrow
CLIENT_HELP_INC_000413,"Deals strong damage and silences the target. While silenced, the target cannot cast spells of any kind.","Memberikan damage yang kuat dan membungkam target. Saat dibungkam, target tidak bisa mengeluarkan mantra apa pun."
CLIENT_HELP_INC_000414,Nature,Nature
CLIENT_HELP_INC_000415,This skill heightens the users senses with nature to increase Magic Defense & Bow Range.,Skill ini meningkatkan indera pengguna dengan alam untuk meningkatkan Magic Defense & Bow Range.
CLIENT_HELP_INC_000416,Triple shot,Triple shot
CLIENT_HELP_INC_000417,Triple arrows will be shot to deal strong damage.,Triple arrows akan ditembakkan untuk menghasilkan kerusakan yang hebat.
CLIENT_HELP_INC_000418,Ringmaster,Ringmaster
CLIENT_HELP_INC_000419,"The first job class for Assists, uses a staff like an Assist. Focuses more on supporting party than damaging monsters.","Job class pertama untuk Assist, menggunakan tongkat seperti Assist. Lebih berfokus pada mendukung party daripada merusak monster."
CLIENT_HELP_INC_000420,Protect,Protect
